dataset,model,seed,window,tau,alarmed,burden,n_cens
HGST,LSTM,47,-1,0.0958150178194046,24,0.02456499488229273,977
HGST,LSTM,48,180,0.0843820795416832,0,0.0,977
HGST,LSTM,48,365,0.0843820795416832,0,0.0,977
HGST,LSTM,48,730,0.0843820795416832,0,0.0,977
HGST,LSTM,48,1095,0.0843820795416832,0,0.0,977
HGST,LSTM,48,1460,0.0843820795416832,3,0.0030706243602865915,977
HGST,LSTM,48,-1,0.0843820795416832,24,0.02456499488229273,977
HGST,LSTM,49,180,0.09651897102594376,0,0.0,977
HGST,LSTM,49,365,0.09651897102594376,1,0.0010235414534288639,977
HGST,LSTM,49,730,0.09651897102594376,1,0.0010235414534288639,977
HGST,LSTM,49,1095,0.09651897102594376,1,0.0010235414534288639,977
HGST,LSTM,49,1460,0.09651897102594376,4,0.0040941658137154556,977
HGST,LSTM,49,-1,0.09651897102594376,24,0.02456499488229273,977
HGST,LSTM,50,180,0.05559810250997543,0,0.0,977
HGST,LSTM,50,365,0.05559810250997543,0,0.0,977
HGST,LSTM,50,730,0.05559810250997543,0,0.0,977
HGST,LSTM,50,1095,0.05559810250997543,1,0.0010235414534288639,977
HGST,LSTM,50,1460,0.05559810250997543,4,0.0040941658137154556,977
HGST,LSTM,50,-1,0.05559810250997543,24,0.02456499488229273,977
HGST,LSTM,51,180,0.1145206093788147,0,0.0,977
HGST,LSTM,51,365,0.1145206093788147,0,0.0,977
HGST,LSTM,51,730,0.1145206093788147,1,0.0010235414534288639,977
HGST,LSTM,51,1095,0.1145206093788147,1,0.0010235414534288639,977
HGST,LSTM,51,1460,0.1145206093788147,3,0.0030706243602865915,977
HGST,LSTM,51,-1,0.1145206093788147,24,0.02456499488229273,977
HGST,LSTM,52,180,0.1073860228061676,0,0.0,977
HGST,LSTM,52,365,0.1073860228061676,1,0.0010235414534288639,977
HGST,LSTM,52,730,0.1073860228061676,1,0.0010235414534288639,977
HGST,LSTM,52,1095,0.1073860228061676,1,0.0010235414534288639,977
HGST,LSTM,52,1460,0.1073860228061676,4,0.0040941658137154556,977
HGST,LSTM,52,-1,0.1073860228061676,24,0.02456499488229273,977
HGST,LSTM,53,180,0.13531959056854248,0,0.0,977
HGST,LSTM,53,365,0.13531959056854248,1,0.0010235414534288639,977
HGST,LSTM,53,730,0.13531959056854248,1,0.0010235414534288639,977
HGST,LSTM,53,1095,0.13531959056854248,1,0.0010235414534288639,977
HGST,LSTM,53,1460,0.13531959056854248,3,0.0030706243602865915,977
HGST,LSTM,53,-1,0.13531959056854248,24,0.02456499488229273,977
HGST,LSTM,54,180,0.10685822367668152,0,0.0,977
HGST,LSTM,54,365,0.10685822367668152,1,0.0010235414534288639,977
HGST,LSTM,54,730,0.10685822367668152,1,0.0010235414534288639,977
HGST,LSTM,54,1095,0.10685822367668152,1,0.0010235414534288639,977
HGST,LSTM,54,1460,0.10685822367668152,3,0.0030706243602865915,977
HGST,LSTM,54,-1,0.10685822367668152,24,0.02456499488229273,977
HGST,LSTM,55,180,0.052379708737134933,0,0.0,977
HGST,LSTM,55,365,0.052379708737134933,0,0.0,977
HGST,LSTM,55,730,0.052379708737134933,1,0.0010235414534288639,977
HGST,LSTM,55,1095,0.052379708737134933,3,0.0030706243602865915,977
HGST,LSTM,55,1460,0.052379708737134933,7,0.007164790174002047,977
HGST,LSTM,55,-1,0.052379708737134933,24,0.02456499488229273,977
HGST,LSTM,56,180,0.10688602924346924,0,0.0,977
HGST,LSTM,56,365,0.10688602924346924,0,0.0,977
HGST,LSTM,56,730,0.10688602924346924,0,0.0,977
HGST,LSTM,56,1095,0.10688602924346924,1,0.0010235414534288639,977
HGST,LSTM,56,1460,0.10688602924346924,3,0.0030706243602865915,977
HGST,LSTM,56,-1,0.10688602924346924,24,0.02456499488229273,977
HGST,LSTM,57,180,0.09486919641494751,0,0.0,977
HGST,LSTM,57,365,0.09486919641494751,0,0.0,977
HGST,LSTM,57,730,0.09486919641494751,0,0.0,977
HGST,LSTM,57,1095,0.09486919641494751,0,0.0,977
HGST,LSTM,57,1460,0.09486919641494751,3,0.0030706243602865915,977
HGST,LSTM,57,-1,0.09486919641494751,24,0.02456499488229273,977
HGST,LSTM,58,180,0.0769909918308258,0,0.0,977
HGST,LSTM,58,365,0.0769909918308258,1,0.0010235414534288639,977
HGST,LSTM,58,730,0.0769909918308258,1,0.0010235414534288639,977
HGST,LSTM,58,1095,0.0769909918308258,1,0.0010235414534288639,977
HGST,LSTM,58,1460,0.0769909918308258,4,0.0040941658137154556,977
HGST,LSTM,58,-1,0.0769909918308258,24,0.02456499488229273,977
HGST,LSTM,59,180,0.1284639537334442,0,0.0,977
HGST,LSTM,59,365,0.1284639537334442,1,0.0010235414534288639,977
HGST,LSTM,59,730,0.1284639537334442,1,0.0010235414534288639,977
HGST,LSTM,59,1095,0.1284639537334442,1,0.0010235414534288639,977
HGST,LSTM,59,1460,0.1284639537334442,3,0.0030706243602865915,977
HGST,LSTM,59,-1,0.1284639537334442,24,0.02456499488229273,977
HGST,LSTM,60,180,0.08926404267549515,0,0.0,977
HGST,LSTM,60,365,0.08926404267549515,1,0.0010235414534288639,977
HGST,LSTM,60,730,0.08926404267549515,2,0.0020470829068577278,977
HGST,LSTM,60,1095,0.08926404267549515,2,0.0020470829068577278,977
HGST,LSTM,60,1460,0.08926404267549515,3,0.0030706243602865915,977
HGST,LSTM,60,-1,0.08926404267549515,24,0.02456499488229273,977
HGST,LSTM,61,180,0.11838888376951218,0,0.0,977
HGST,LSTM,61,365,0.11838888376951218,1,0.0010235414534288639,977
HGST,LSTM,61,730,0.11838888376951218,1,0.0010235414534288639,977
HGST,LSTM,61,1095,0.11838888376951218,1,0.0010235414534288639,977
HGST,LSTM,61,1460,0.11838888376951218,3,0.0030706243602865915,977
HGST,LSTM,61,-1,0.11838888376951218,24,0.02456499488229273,977
HGST,LSTM,62,180,0.11090206354856491,0,0.0,977
HGST,LSTM,62,365,0.11090206354856491,1,0.0010235414534288639,977
HGST,LSTM,62,730,0.11090206354856491,1,0.0010235414534288639,977
HGST,LSTM,62,1095,0.11090206354856491,1,0.0010235414534288639,977
HGST,LSTM,62,1460,0.11090206354856491,3,0.0030706243602865915,977
HGST,LSTM,62,-1,0.11090206354856491,24,0.02456499488229273,977
HGST,LSTM,63,180,0.12077322602272034,0,0.0,977
HGST,LSTM,63,365,0.12077322602272034,1,0.0010235414534288639,977
HGST,LSTM,63,730,0.12077322602272034,1,0.0010235414534288639,977
HGST,LSTM,63,1095,0.12077322602272034,1,0.0010235414534288639,977
HGST,LSTM,63,1460,0.12077322602272034,4,0.0040941658137154556,977
HGST,LSTM,63,-1,0.12077322602272034,24,0.02456499488229273,977
HGST,LSTM,64,180,0.09658802300691605,0,0.0,977
HGST,LSTM,64,365,0.09658802300691605,1,0.0010235414534288639,977
HGST,LSTM,64,730,0.09658802300691605,1,0.0010235414534288639,977
HGST,LSTM,64,1095,0.09658802300691605,1,0.0010235414534288639,977
HGST,LSTM,64,1460,0.09658802300691605,3,0.0030706243602865915,977
HGST,LSTM,64,-1,0.09658802300691605,24,0.02456499488229273,977
HGST,LSTM,65,180,0.08200758695602417,0,0.0,977
HGST,LSTM,65,365,0.08200758695602417,0,0.0,977
HGST,LSTM,65,730,0.08200758695602417,0,0.0,977
HGST,LSTM,65,1095,0.08200758695602417,0,0.0,977
HGST,LSTM,65,1460,0.08200758695602417,3,0.0030706243602865915,977
HGST,LSTM,65,-1,0.08200758695602417,24,0.02456499488229273,977
HGST,LSTM,66,180,0.06701859086751938,0,0.0,977
HGST,LSTM,66,365,0.06701859086751938,0,0.0,977
HGST,LSTM,66,730,0.06701859086751938,0,0.0,977
HGST,LSTM,66,1095,0.06701859086751938,1,0.0010235414534288639,977
HGST,LSTM,66,1460,0.06701859086751938,3,0.0030706243602865915,977
HGST,LSTM,66,-1,0.06701859086751938,24,0.02456499488229273,977
HGST,LSTM,67,180,0.10769152641296387,0,0.0,977
HGST,LSTM,67,365,0.10769152641296387,0,0.0,977
HGST,LSTM,67,730,0.10769152641296387,0,0.0,977
HGST,LSTM,67,1095,0.10769152641296387,0,0.0,977
HGST,LSTM,67,1460,0.10769152641296387,3,0.0030706243602865915,977
HGST,LSTM,67,-1,0.10769152641296387,24,0.02456499488229273,977
HGST,LSTM,68,180,0.12283708155155182,0,0.0,977
HGST,LSTM,68,365,0.12283708155155182,0,0.0,977
HGST,LSTM,68,730,0.12283708155155182,0,0.0,977
HGST,LSTM,68,1095,0.12283708155155182,0,0.0,977
HGST,LSTM,68,1460,0.12283708155155182,2,0.0020470829068577278,977
HGST,LSTM,68,-1,0.12283708155155182,24,0.02456499488229273,977
HGST,LSTM,69,180,0.10415493696928024,0,0.0,977
HGST,LSTM,69,365,0.10415493696928024,1,0.0010235414534288639,977
HGST,LSTM,69,730,0.10415493696928024,1,0.0010235414534288639,977
HGST,LSTM,69,1095,0.10415493696928024,1,0.0010235414534288639,977
HGST,LSTM,69,1460,0.10415493696928024,4,0.0040941658137154556,977
HGST,LSTM,69,-1,0.10415493696928024,24,0.02456499488229273,977
HGST,LSTM,70,180,0.09106382727622986,0,0.0,977
HGST,LSTM,70,365,0.09106382727622986,0,0.0,977
HGST,LSTM,70,730,0.09106382727622986,0,0.0,977
HGST,LSTM,70,1095,0.09106382727622986,0,0.0,977
HGST,LSTM,70,1460,0.09106382727622986,1,0.0010235414534288639,977
HGST,LSTM,70,-1,0.09106382727622986,24,0.02456499488229273,977
HGST,LSTM,71,180,0.1041339635848999,0,0.0,977
HGST,LSTM,71,365,0.1041339635848999,0,0.0,977
HGST,LSTM,71,730,0.1041339635848999,0,0.0,977
HGST,LSTM,71,1095,0.1041339635848999,0,0.0,977
HGST,LSTM,71,1460,0.1041339635848999,2,0.0020470829068577278,977
HGST,LSTM,71,-1,0.1041339635848999,24,0.02456499488229273,977
HGST,GRU,42,180,0.12148692458868027,1,0.0010235414534288639,977
HGST,GRU,42,365,0.12148692458868027,2,0.0020470829068577278,977
HGST,GRU,42,730,0.12148692458868027,2,0.0020470829068577278,977
HGST,GRU,42,1095,0.12148692458868027,2,0.0020470829068577278,977
HGST,GRU,42,1460,0.12148692458868027,4,0.0040941658137154556,977
HGST,GRU,42,-1,0.12148692458868027,24,0.02456499488229273,977
HGST,GRU,43,180,0.16710232198238373,0,0.0,977
HGST,GRU,43,365,0.16710232198238373,1,0.0010235414534288639,977
HGST,GRU,43,730,0.16710232198238373,1,0.0010235414534288639,977
HGST,GRU,43,1095,0.16710232198238373,1,0.0010235414534288639,977
HGST,GRU,43,1460,0.16710232198238373,2,0.0020470829068577278,977
HGST,GRU,43,-1,0.16710232198238373,24,0.02456499488229273,977
HGST,GRU,44,180,0.11591386049985886,0,0.0,977
HGST,GRU,44,365,0.11591386049985886,1,0.0010235414534288639,977
HGST,GRU,44,730,0.11591386049985886,1,0.0010235414534288639,977
HGST,GRU,44,1095,0.11591386049985886,1,0.0010235414534288639,977
HGST,GRU,44,1460,0.11591386049985886,2,0.0020470829068577278,977
HGST,GRU,44,-1,0.11591386049985886,24,0.02456499488229273,977
HGST,GRU,45,180,0.1777915209531784,1,0.0010235414534288639,977
HGST,GRU,45,365,0.1777915209531784,2,0.0020470829068577278,977
HGST,GRU,45,730,0.1777915209531784,2,0.0020470829068577278,977
HGST,GRU,45,1095,0.1777915209531784,2,0.0020470829068577278,977
HGST,GRU,45,1460,0.1777915209531784,3,0.0030706243602865915,977
HGST,GRU,45,-1,0.1777915209531784,24,0.02456499488229273,977
HGST,GRU,46,180,0.11048666387796402,1,0.0010235414534288639,977
HGST,GRU,46,365,0.11048666387796402,2,0.0020470829068577278,977
HGST,GRU,46,730,0.11048666387796402,2,0.0020470829068577278,977
HGST,GRU,46,1095,0.11048666387796402,2,0.0020470829068577278,977
HGST,GRU,46,1460,0.11048666387796402,4,0.0040941658137154556,977
HGST,GRU,46,-1,0.11048666387796402,24,0.02456499488229273,977
HGST,GRU,47,180,0.15601785480976105,0,0.0,977
HGST,GRU,47,365,0.15601785480976105,1,0.0010235414534288639,977
HGST,GRU,47,730,0.15601785480976105,1,0.0010235414534288639,977
HGST,GRU,47,1095,0.15601785480976105,1,0.0010235414534288639,977
HGST,GRU,47,1460,0.15601785480976105,3,0.0030706243602865915,977
HGST,GRU,47,-1,0.15601785480976105,24,0.02456499488229273,977
HGST,GRU,48,180,0.08958064019680023,0,0.0,977
HGST,GRU,48,365,0.08958064019680023,1,0.0010235414534288639,977
HGST,GRU,48,730,0.08958064019680023,1,0.0010235414534288639,977
HGST,GRU,48,1095,0.08958064019680023,1,0.0010235414534288639,977
HGST,GRU,48,1460,0.08958064019680023,4,0.0040941658137154556,977
HGST,GRU,48,-1,0.08958064019680023,24,0.02456499488229273,977
HGST,GRU,49,180,0.096260666847229,0,0.0,977
HGST,GRU,49,365,0.096260666847229,1,0.0010235414534288639,977
HGST,GRU,49,730,0.096260666847229,1,0.0010235414534288639,977
HGST,GRU,49,1095,0.096260666847229,1,0.0010235414534288639,977
HGST,GRU,49,1460,0.096260666847229,5,0.00511770726714432,977
HGST,GRU,49,-1,0.096260666847229,24,0.02456499488229273,977
HGST,GRU,50,180,0.2358975112438202,1,0.0010235414534288639,977
HGST,GRU,50,365,0.2358975112438202,2,0.0020470829068577278,977
HGST,GRU,50,730,0.2358975112438202,3,0.0030706243602865915,977
HGST,GRU,50,1095,0.2358975112438202,3,0.0030706243602865915,977
HGST,GRU,50,1460,0.2358975112438202,6,0.006141248720573183,977
HGST,GRU,50,-1,0.2358975112438202,24,0.02456499488229273,977
HGST,GRU,51,180,0.14931386709213257,0,0.0,977
HGST,GRU,51,365,0.14931386709213257,1,0.0010235414534288639,977
HGST,GRU,51,730,0.14931386709213257,1,0.0010235414534288639,977
HGST,GRU,51,1095,0.14931386709213257,1,0.0010235414534288639,977
HGST,GRU,51,1460,0.14931386709213257,4,0.0040941658137154556,977
HGST,GRU,51,-1,0.14931386709213257,24,0.02456499488229273,977
HGST,GRU,52,180,0.14046186208724976,0,0.0,977
HGST,GRU,52,365,0.14046186208724976,1,0.0010235414534288639,977
HGST,GRU,52,730,0.14046186208724976,1,0.0010235414534288639,977
HGST,GRU,52,1095,0.14046186208724976,1,0.0010235414534288639,977
HGST,GRU,52,1460,0.14046186208724976,3,0.0030706243602865915,977
HGST,GRU,52,-1,0.14046186208724976,24,0.02456499488229273,977
HGST,GRU,53,180,0.1450965702533722,0,0.0,977
HGST,GRU,53,365,0.1450965702533722,1,0.0010235414534288639,977
HGST,GRU,53,730,0.1450965702533722,1,0.0010235414534288639,977
HGST,GRU,53,1095,0.1450965702533722,1,0.0010235414534288639,977
HGST,GRU,53,1460,0.1450965702533722,5,0.00511770726714432,977
HGST,GRU,53,-1,0.1450965702533722,24,0.02456499488229273,977
HGST,GRU,54,180,0.1327444314956665,1,0.0010235414534288639,977
HGST,GRU,54,365,0.1327444314956665,2,0.0020470829068577278,977
HGST,GRU,54,730,0.1327444314956665,2,0.0020470829068577278,977
HGST,GRU,54,1095,0.1327444314956665,2,0.0020470829068577278,977
HGST,GRU,54,1460,0.1327444314956665,3,0.0030706243602865915,977
HGST,GRU,54,-1,0.1327444314956665,24,0.02456499488229273,977
HGST,GRU,55,180,0.12712566554546356,0,0.0,977
HGST,GRU,55,365,0.12712566554546356,1,0.0010235414534288639,977
HGST,GRU,55,730,0.12712566554546356,2,0.0020470829068577278,977
HGST,GRU,55,1095,0.12712566554546356,2,0.0020470829068577278,977
HGST,GRU,55,1460,0.12712566554546356,4,0.0040941658137154556,977
HGST,GRU,55,-1,0.12712566554546356,24,0.02456499488229273,977
HGST,GRU,56,180,0.09224268794059753,0,0.0,977
HGST,GRU,56,365,0.09224268794059753,1,0.0010235414534288639,977
HGST,GRU,56,730,0.09224268794059753,1,0.0010235414534288639,977
HGST,GRU,56,1095,0.09224268794059753,1,0.0010235414534288639,977
HGST,GRU,56,1460,0.09224268794059753,3,0.0030706243602865915,977
HGST,GRU,56,-1,0.09224268794059753,24,0.02456499488229273,977
HGST,GRU,57,180,0.1400119513273239,0,0.0,977
HGST,GRU,57,365,0.1400119513273239,1,0.0010235414534288639,977
HGST,GRU,57,730,0.1400119513273239,1,0.0010235414534288639,977
HGST,GRU,57,1095,0.1400119513273239,1,0.0010235414534288639,977
HGST,GRU,57,1460,0.1400119513273239,3,0.0030706243602865915,977
HGST,GRU,57,-1,0.1400119513273239,24,0.02456499488229273,977
HGST,GRU,58,180,0.12661609053611755,1,0.0010235414534288639,977
HGST,GRU,58,365,0.12661609053611755,2,0.0020470829068577278,977
HGST,GRU,58,730,0.12661609053611755,2,0.0020470829068577278,977
HGST,GRU,58,1095,0.12661609053611755,2,0.0020470829068577278,977
HGST,GRU,58,1460,0.12661609053611755,5,0.00511770726714432,977
HGST,GRU,58,-1,0.12661609053611755,24,0.02456499488229273,977
HGST,GRU,59,180,0.07279039174318314,0,0.0,977
HGST,GRU,59,365,0.07279039174318314,1,0.0010235414534288639,977
HGST,GRU,59,730,0.07279039174318314,1,0.0010235414534288639,977
HGST,GRU,59,1095,0.07279039174318314,1,0.0010235414534288639,977
HGST,GRU,59,1460,0.07279039174318314,4,0.0040941658137154556,977
HGST,GRU,59,-1,0.07279039174318314,24,0.02456499488229273,977
HGST,GRU,60,180,0.10106319189071655,0,0.0,977
HGST,GRU,60,365,0.10106319189071655,1,0.0010235414534288639,977
HGST,GRU,60,730,0.10106319189071655,1,0.0010235414534288639,977
HGST,GRU,60,1095,0.10106319189071655,1,0.0010235414534288639,977
HGST,GRU,60,1460,0.10106319189071655,3,0.0030706243602865915,977
HGST,GRU,60,-1,0.10106319189071655,24,0.02456499488229273,977
HGST,GRU,61,180,0.13024897873401642,1,0.0010235414534288639,977
HGST,GRU,61,365,0.13024897873401642,2,0.0020470829068577278,977
HGST,GRU,61,730,0.13024897873401642,3,0.0030706243602865915,977
HGST,GRU,61,1095,0.13024897873401642,3,0.0030706243602865915,977
HGST,GRU,61,1460,0.13024897873401642,5,0.00511770726714432,977
HGST,GRU,61,-1,0.13024897873401642,24,0.02456499488229273,977
HGST,GRU,62,180,0.184995636343956,0,0.0,977
HGST,GRU,62,365,0.184995636343956,1,0.0010235414534288639,977
HGST,GRU,62,730,0.184995636343956,1,0.0010235414534288639,977
HGST,GRU,62,1095,0.184995636343956,1,0.0010235414534288639,977
HGST,GRU,62,1460,0.184995636343956,2,0.0020470829068577278,977
HGST,GRU,62,-1,0.184995636343956,24,0.02456499488229273,977
HGST,GRU,63,180,0.16599233448505402,0,0.0,977
HGST,GRU,63,365,0.16599233448505402,0,0.0,977
HGST,GRU,63,730,0.16599233448505402,0,0.0,977
HGST,GRU,63,1095,0.16599233448505402,0,0.0,977
HGST,GRU,63,1460,0.16599233448505402,2,0.0020470829068577278,977
HGST,GRU,63,-1,0.16599233448505402,24,0.02456499488229273,977
HGST,GRU,64,180,0.16103267669677734,0,0.0,977
HGST,GRU,64,365,0.16103267669677734,1,0.0010235414534288639,977
HGST,GRU,64,730,0.16103267669677734,1,0.0010235414534288639,977
HGST,GRU,64,1095,0.16103267669677734,1,0.0010235414534288639,977
HGST,GRU,64,1460,0.16103267669677734,4,0.0040941658137154556,977
HGST,GRU,64,-1,0.16103267669677734,24,0.02456499488229273,977
HGST,GRU,65,180,0.08470000326633453,0,0.0,977
HGST,GRU,65,365,0.08470000326633453,1,0.0010235414534288639,977
HGST,GRU,65,730,0.08470000326633453,1,0.0010235414534288639,977
HGST,GRU,65,1095,0.08470000326633453,1,0.0010235414534288639,977
HGST,GRU,65,1460,0.08470000326633453,4,0.0040941658137154556,977
HGST,GRU,65,-1,0.08470000326633453,24,0.02456499488229273,977
HGST,GRU,66,180,0.1201959103345871,0,0.0,977
HGST,GRU,66,365,0.1201959103345871,1,0.0010235414534288639,977
HGST,GRU,66,730,0.1201959103345871,1,0.0010235414534288639,977
HGST,GRU,66,1095,0.1201959103345871,1,0.0010235414534288639,977
HGST,GRU,66,1460,0.1201959103345871,4,0.0040941658137154556,977
HGST,GRU,66,-1,0.1201959103345871,24,0.02456499488229273,977
HGST,GRU,67,180,0.11837060004472733,0,0.0,977
HGST,GRU,67,365,0.11837060004472733,1,0.0010235414534288639,977
HGST,GRU,67,730,0.11837060004472733,1,0.0010235414534288639,977
HGST,GRU,67,1095,0.11837060004472733,1,0.0010235414534288639,977
HGST,GRU,67,1460,0.11837060004472733,3,0.0030706243602865915,977
HGST,GRU,67,-1,0.11837060004472733,24,0.02456499488229273,977
HGST,GRU,68,180,0.10584573447704315,0,0.0,977
HGST,GRU,68,365,0.10584573447704315,1,0.0010235414534288639,977
HGST,GRU,68,730,0.10584573447704315,1,0.0010235414534288639,977
HGST,GRU,68,1095,0.10584573447704315,1,0.0010235414534288639,977
HGST,GRU,68,1460,0.10584573447704315,3,0.0030706243602865915,977
HGST,GRU,68,-1,0.10584573447704315,24,0.02456499488229273,977
HGST,GRU,69,180,0.09147263318300247,0,0.0,977
HGST,GRU,69,365,0.09147263318300247,1,0.0010235414534288639,977
HGST,GRU,69,730,0.09147263318300247,1,0.0010235414534288639,977
HGST,GRU,69,1095,0.09147263318300247,1,0.0010235414534288639,977
HGST,GRU,69,1460,0.09147263318300247,4,0.0040941658137154556,977
HGST,GRU,69,-1,0.09147263318300247,24,0.02456499488229273,977
HGST,GRU,70,180,0.15744753181934357,0,0.0,977
HGST,GRU,70,365,0.15744753181934357,1,0.0010235414534288639,977
HGST,GRU,70,730,0.15744753181934357,1,0.0010235414534288639,977
HGST,GRU,70,1095,0.15744753181934357,1,0.0010235414534288639,977
HGST,GRU,70,1460,0.15744753181934357,3,0.0030706243602865915,977
HGST,GRU,70,-1,0.15744753181934357,24,0.02456499488229273,977
HGST,GRU,71,180,0.10781269520521164,0,0.0,977
HGST,GRU,71,365,0.10781269520521164,1,0.0010235414534288639,977
HGST,GRU,71,730,0.10781269520521164,1,0.0010235414534288639,977
HGST,GRU,71,1095,0.10781269520521164,1,0.0010235414534288639,977
HGST,GRU,71,1460,0.10781269520521164,4,0.0040941658137154556,977
HGST,GRU,71,-1,0.10781269520521164,24,0.02456499488229273,977
Seagate,LGBM,42,180,0.029824638513728755,8,0.002188183807439825,3656
Seagate,LGBM,42,365,0.029824638513728755,16,0.00437636761487965,3656
Seagate,LGBM,42,730,0.029824638513728755,58,0.01586433260393873,3656
Seagate,LGBM,42,1095,0.029824638513728755,76,0.020787746170678335,3656
Seagate,LGBM,42,1460,0.029824638513728755,77,0.021061269146608316,3656
Seagate,LGBM,42,-1,0.029824638513728755,92,0.02516411378555799,3656
Seagate,LGBM,43,180,0.027861322866204588,4,0.0010940919037199124,3656
Seagate,LGBM,43,365,0.027861322866204588,20,0.005470459518599562,3656
Seagate,LGBM,43,730,0.027861322866204588,65,0.017778993435448576,3656
Seagate,LGBM,43,1095,0.027861322866204588,86,0.023522975929978117,3656
Seagate,LGBM,43,1460,0.027861322866204588,86,0.023522975929978117,3656
Seagate,LGBM,43,-1,0.027861322866204588,92,0.02516411378555799,3656
Seagate,LGBM,44,180,0.019142696187022752,3,0.0008205689277899343,3656
Seagate,LGBM,44,365,0.019142696187022752,15,0.004102844638949671,3656
Seagate,LGBM,44,730,0.019142696187022752,62,0.016958424507658644,3656
Seagate,LGBM,44,1095,0.019142696187022752,83,0.022702407002188184,3656
Seagate,LGBM,44,1460,0.019142696187022752,85,0.02324945295404814,3656
Seagate,LGBM,44,-1,0.019142696187022752,91,0.024890590809628008,3656
Seagate,LGBM,45,180,0.006576517434444981,2,0.0005470459518599562,3656
Seagate,LGBM,45,365,0.006576517434444981,14,0.0038293216630196935,3656
Seagate,LGBM,45,730,0.006576517434444981,69,0.01887308533916849,3656
Seagate,LGBM,45,1095,0.006576517434444981,84,0.022975929978118162,3656
Seagate,LGBM,45,1460,0.006576517434444981,86,0.023522975929978117,3656
Seagate,LGBM,45,-1,0.006576517434444981,94,0.025711159737417943,3656
Seagate,LGBM,46,180,0.021978964651261385,3,0.0008205689277899343,3656
Seagate,LGBM,46,365,0.021978964651261385,18,0.004923413566739606,3656
Seagate,LGBM,46,730,0.021978964651261385,65,0.017778993435448576,3656
Seagate,LGBM,46,1095,0.021978964651261385,85,0.02324945295404814,3656
Seagate,LGBM,46,1460,0.021978964651261385,85,0.02324945295404814,3656
Seagate,LGBM,46,-1,0.021978964651261385,91,0.024890590809628008,3656
Seagate,LGBM,47,180,0.01671510746891703,2,0.0005470459518599562,3656
Seagate,LGBM,47,365,0.01671510746891703,19,0.005196936542669584,3656
Seagate,LGBM,47,730,0.01671510746891703,67,0.018326039387308535,3656
Seagate,LGBM,47,1095,0.01671510746891703,83,0.022702407002188184,3656
Seagate,LGBM,47,1460,0.01671510746891703,83,0.022702407002188184,3656
Seagate,LGBM,47,-1,0.01671510746891703,91,0.024890590809628008,3656
Seagate,LGBM,48,180,0.005301272791868446,3,0.0008205689277899343,3656
Seagate,LGBM,48,365,0.005301272791868446,12,0.0032822757111597373,3656
Seagate,LGBM,48,730,0.005301272791868446,66,0.018052516411378557,3656
Seagate,LGBM,48,1095,0.005301272791868446,81,0.022155361050328226,3656
Seagate,LGBM,48,1460,0.005301272791868446,83,0.022702407002188184,3656
Seagate,LGBM,48,-1,0.005301272791868446,91,0.024890590809628008,3656
Seagate,LGBM,49,180,0.020452357908615618,7,0.0019146608315098468,3656
Seagate,LGBM,49,365,0.020452357908615618,21,0.0057439824945295405,3656
Seagate,LGBM,49,730,0.020452357908615618,68,0.018599562363238512,3656
Seagate,LGBM,49,1095,0.020452357908615618,83,0.022702407002188184,3656
Seagate,LGBM,49,1460,0.020452357908615618,84,0.022975929978118162,3656
Seagate,LGBM,49,-1,0.020452357908615618,91,0.024890590809628008,3656
Seagate,LGBM,50,180,0.03579185298720105,4,0.0010940919037199124,3656
Seagate,LGBM,50,365,0.03579185298720105,14,0.0038293216630196935,3656
Seagate,LGBM,50,730,0.03579185298720105,65,0.017778993435448576,3656
Seagate,LGBM,50,1095,0.03579185298720105,83,0.022702407002188184,3656
Seagate,LGBM,50,1460,0.03579185298720105,84,0.022975929978118162,3656
Seagate,LGBM,50,-1,0.03579185298720105,91,0.024890590809628008,3656
Seagate,LGBM,51,180,0.038696361271122096,10,0.002735229759299781,3656
Seagate,LGBM,51,365,0.038696361271122096,21,0.0057439824945295405,3656
Seagate,LGBM,51,730,0.038696361271122096,63,0.01723194748358862,3656
Seagate,LGBM,51,1095,0.038696361271122096,82,0.022428884026258207,3656
Seagate,LGBM,51,1460,0.038696361271122096,83,0.022702407002188184,3656
Seagate,LGBM,51,-1,0.038696361271122096,91,0.024890590809628008,3656
Seagate,LGBM,52,180,0.025565456096436196,5,0.0013676148796498905,3656
Seagate,LGBM,52,365,0.025565456096436196,21,0.0057439824945295405,3656
Seagate,LGBM,52,730,0.025565456096436196,72,0.019693654266958426,3656
Seagate,LGBM,52,1095,0.025565456096436196,82,0.022428884026258207,3656
Seagate,LGBM,52,1460,0.025565456096436196,83,0.022702407002188184,3656
Seagate,LGBM,52,-1,0.025565456096436196,91,0.024890590809628008,3656
Seagate,LGBM,53,180,0.02167228171318325,7,0.0019146608315098468,3656
Seagate,LGBM,53,365,0.02167228171318325,23,0.006291028446389497,3656
Seagate,LGBM,53,730,0.02167228171318325,64,0.0175054704595186,3656
Seagate,LGBM,53,1095,0.02167228171318325,80,0.02188183807439825,3656
Seagate,LGBM,53,1460,0.02167228171318325,80,0.02188183807439825,3656
Seagate,LGBM,53,-1,0.02167228171318325,91,0.024890590809628008,3656
Seagate,LGBM,54,180,0.0428269686749006,9,0.002461706783369803,3656
Seagate,LGBM,54,365,0.0428269686749006,30,0.008205689277899343,3656
Seagate,LGBM,54,730,0.0428269686749006,76,0.020787746170678335,3656
