dataset,model,seed,split,threshold_kind,threshold,N_on_time,N_early,N_missed,N_censored_early,N_censored_no_alarm,N_failed,N_censored,N_alarmed,precision,recall,f1,far,on_time_share,mean_lead_time,median_lead_time,std_lead_time
TOSHIBA_20MG07ACA14TA,LSTM,59,val,row_opt,0.005,36,100,71,313,3408,207,3721,449,0.080178,0.173913,0.109756,0.084117,0.264706,249.32,111.0,307.59
TOSHIBA_20MG07ACA14TA,LSTM,59,val,disk_opt,0.167,25,45,137,37,3684,207,3721,107,0.233645,0.120773,0.159236,0.009944,0.357143,111.86,56.5,155.2
TOSHIBA_20MG07ACA14TA,LSTM,59,test,row_opt,0.005,36,104,69,312,3416,209,3728,452,0.079646,0.172249,0.108926,0.083691,0.257143,240.89,118.0,324.43
TOSHIBA_20MG07ACA14TA,LSTM,59,test,disk_opt,0.167,26,49,134,29,3699,209,3728,104,0.25,0.124402,0.166134,0.007779,0.346667,93.85,63.0,125.48
TOSHIBA_20MG07ACA14TA,LSTM,60,val,row_opt,0.004,33,99,75,322,3399,207,3721,454,0.072687,0.15942,0.099849,0.086536,0.25,290.49,141.5,370.26
TOSHIBA_20MG07ACA14TA,LSTM,60,val,disk_opt,0.158,30,37,140,37,3684,207,3721,104,0.288462,0.144928,0.192926,0.009944,0.447761,92.99,41.0,148.63
TOSHIBA_20MG07ACA14TA,LSTM,60,test,row_opt,0.004,37,105,67,326,3402,209,3728,468,0.07906,0.177033,0.109306,0.087446,0.260563,236.3,118.0,322.25
TOSHIBA_20MG07ACA14TA,LSTM,60,test,disk_opt,0.158,27,42,140,25,3703,209,3728,94,0.287234,0.129187,0.178218,0.006706,0.391304,94.12,45.0,133.31
TOSHIBA_20MG07ACA14TA,LSTM,61,val,row_opt,0.005,31,103,73,337,3384,207,3721,471,0.065817,0.149758,0.091445,0.090567,0.231343,282.91,130.5,347.12
TOSHIBA_20MG07ACA14TA,LSTM,61,val,disk_opt,0.204,26,46,135,37,3684,207,3721,109,0.238532,0.125604,0.164557,0.009944,0.361111,120.58,54.0,167.76
TOSHIBA_20MG07ACA14TA,LSTM,61,test,row_opt,0.005,36,109,64,344,3384,209,3728,489,0.07362,0.172249,0.103152,0.092275,0.248276,246.25,122.0,321.1
TOSHIBA_20MG07ACA14TA,LSTM,61,test,disk_opt,0.204,27,52,130,34,3694,209,3728,113,0.238938,0.129187,0.167702,0.00912,0.341772,95.95,53.0,117.64
TOSHIBA_20MG07ACA14TA,LSTM,62,val,row_opt,0.004,36,96,75,351,3370,207,3721,483,0.074534,0.173913,0.104348,0.094329,0.272727,247.57,102.0,351.98
TOSHIBA_20MG07ACA14TA,LSTM,62,val,disk_opt,0.197,24,41,142,37,3684,207,3721,102,0.235294,0.115942,0.15534,0.009944,0.369231,105.43,48.0,146.75
TOSHIBA_20MG07ACA14TA,LSTM,62,test,row_opt,0.004,38,105,66,355,3373,209,3728,498,0.076305,0.181818,0.107496,0.095225,0.265734,227.47,109.0,321.91
TOSHIBA_20MG07ACA14TA,LSTM,62,test,disk_opt,0.197,28,45,136,29,3699,209,3728,102,0.27451,0.133971,0.180064,0.007779,0.383562,93.82,55.0,117.75
TOSHIBA_20MG07ACA14TA,GRU,42,val,row_opt,0.004,33,102,72,309,3412,207,3721,444,0.074324,0.15942,0.101382,0.083042,0.244444,271.44,133.0,352.41
TOSHIBA_20MG07ACA14TA,GRU,42,val,disk_opt,0.107,30,46,131,36,3685,207,3721,112,0.267857,0.144928,0.188088,0.009675,0.394737,106.86,51.0,152.9
TOSHIBA_20MG07ACA14TA,GRU,42,test,row_opt,0.004,37,105,67,310,3418,209,3728,452,0.081858,0.177033,0.111952,0.083155,0.260563,243.39,108.0,336.65
TOSHIBA_20MG07ACA14TA,GRU,42,test,disk_opt,0.107,30,44,135,30,3698,209,3728,104,0.288462,0.143541,0.191693,0.008047,0.405405,92.84,42.5,139.52
TOSHIBA_20MG07ACA14TA,GRU,43,val,row_opt,0.006,29,102,76,405,3316,207,3721,536,0.054104,0.140097,0.078062,0.108842,0.221374,338.76,134.0,440.99
TOSHIBA_20MG07ACA14TA,GRU,43,val,disk_opt,0.086,32,45,130,37,3684,207,3721,114,0.280702,0.154589,0.199377,0.009944,0.415584,115.05,48.0,175.47
TOSHIBA_20MG07ACA14TA,GRU,43,test,row_opt,0.006,37,103,69,376,3352,209,3728,516,0.071705,0.177033,0.102069,0.100858,0.264286,244.04,103.5,349.05
TOSHIBA_20MG07ACA14TA,GRU,43,test,disk_opt,0.086,32,48,129,40,3688,209,3728,120,0.266667,0.15311,0.194529,0.01073,0.4,104.71,51.5,143.23
TOSHIBA_20MG07ACA14TA,GRU,44,val,row_opt,0.004,33,102,72,356,3365,207,3721,491,0.06721,0.15942,0.094556,0.095673,0.244444,299.54,146.0,390.26
TOSHIBA_20MG07ACA14TA,GRU,44,val,disk_opt,0.097,29,50,128,37,3684,207,3721,116,0.25,0.140097,0.179567,0.009944,0.367089,118.15,57.0,170.68
TOSHIBA_20MG07ACA14TA,GRU,44,test,row_opt,0.004,37,104,68,358,3370,209,3728,499,0.074148,0.177033,0.10452,0.09603,0.262411,272.99,121.0,353.87
TOSHIBA_20MG07ACA14TA,GRU,44,test,disk_opt,0.097,30,48,131,37,3691,209,3728,115,0.26087,0.143541,0.185185,0.009925,0.384615,95.51,49.5,128.46
TOSHIBA_20MG07ACA14TA,GRU,45,val,row_opt,0.004,29,105,73,331,3390,207,3721,465,0.062366,0.140097,0.08631,0.088955,0.216418,285.57,146.5,348.49
TOSHIBA_20MG07ACA14TA,GRU,45,val,disk_opt,0.118,31,49,127,36,3685,207,3721,116,0.267241,0.149758,0.19195,0.009675,0.3875,118.7,52.0,169.72
TOSHIBA_20MG07ACA14TA,GRU,45,test,row_opt,0.004,34,106,69,298,3430,209,3728,438,0.077626,0.162679,0.1051,0.079936,0.242857,281.43,140.5,350.47
TOSHIBA_20MG07ACA14TA,GRU,45,test,disk_opt,0.118,33,48,128,34,3694,209,3728,115,0.286957,0.157895,0.203704,0.00912,0.407407,85.7,44.0,125.65
TOSHIBA_20MG07ACA14TA,GRU,46,val,row_opt,0.004,34,99,74,277,3444,207,3721,410,0.082927,0.164251,0.110211,0.074442,0.255639,241.36,115.0,322.36
TOSHIBA_20MG07ACA14TA,GRU,46,val,disk_opt,0.163,26,43,138,37,3684,207,3721,106,0.245283,0.125604,0.166134,0.009944,0.376812,99.04,51.0,123.83
TOSHIBA_20MG07ACA14TA,GRU,46,test,row_opt,0.004,35,103,71,269,3459,209,3728,407,0.085995,0.167464,0.113636,0.072157,0.253623,226.59,106.0,321.41
TOSHIBA_20MG07ACA14TA,GRU,46,test,disk_opt,0.163,31,39,139,25,3703,209,3728,95,0.326316,0.148325,0.203947,0.006706,0.442857,89.74,45.0,128.98
TOSHIBA_20MG07ACA14TA,GRU,47,val,row_opt,0.005,31,109,67,396,3325,207,3721,536,0.057836,0.149758,0.083445,0.106423,0.221429,325.87,159.0,407.87
TOSHIBA_20MG07ACA14TA,GRU,47,val,disk_opt,0.178,32,46,129,37,3684,207,3721,115,0.278261,0.154589,0.198758,0.009944,0.410256,105.58,45.0,167.67
TOSHIBA_20MG07ACA14TA,GRU,47,test,row_opt,0.005,34,112,63,406,3322,209,3728,552,0.061594,0.162679,0.089356,0.108906,0.232877,289.5,112.0,385.87
TOSHIBA_20MG07ACA14TA,GRU,47,test,disk_opt,0.178,36,43,130,26,3702,209,3728,105,0.342857,0.172249,0.229299,0.006974,0.455696,83.35,35.0,118.27
TOSHIBA_20MG07ACA14TA,GRU,48,val,row_opt,0.005,35,100,72,334,3387,207,3721,469,0.074627,0.169082,0.10355,0.089761,0.259259,256.03,116.0,343.84
TOSHIBA_20MG07ACA14TA,GRU,48,val,disk_opt,0.109,30,48,129,37,3684,207,3721,115,0.26087,0.144928,0.186335,0.009944,0.384615,120.13,52.0,176.07
TOSHIBA_20MG07ACA14TA,GRU,48,test,row_opt,0.005,38,102,69,327,3401,209,3728,467,0.08137,0.181818,0.112426,0.087715,0.271429,242.76,107.0,344.86
TOSHIBA_20MG07ACA14TA,GRU,48,test,disk_opt,0.109,31,44,134,33,3695,209,3728,108,0.287037,0.148325,0.195584,0.008852,0.413333,94.48,44.0,140.49
TOSHIBA_20MG07ACA14TA,GRU,49,val,row_opt,0.004,31,102,74,324,3397,207,3721,457,0.067834,0.149758,0.093373,0.087073,0.233083,263.93,126.0,340.51
TOSHIBA_20MG07ACA14TA,GRU,49,val,disk_opt,0.135,27,46,134,37,3684,207,3721,110,0.245455,0.130435,0.170347,0.009944,0.369863,106.89,50.0,145.96
TOSHIBA_20MG07ACA14TA,GRU,49,test,row_opt,0.004,35,105,69,326,3402,209,3728,466,0.075107,0.167464,0.103704,0.087446,0.25,245.78,115.0,333.85
TOSHIBA_20MG07ACA14TA,GRU,49,test,disk_opt,0.135,31,43,135,26,3702,209,3728,100,0.31,0.148325,0.200647,0.006974,0.418919,95.12,53.0,137.73
TOSHIBA_20MG07ACA14TA,GRU,50,val,row_opt,0.004,36,97,74,303,3418,207,3721,436,0.082569,0.173913,0.111975,0.08143,0.270677,263.38,116.0,359.32
TOSHIBA_20MG07ACA14TA,GRU,50,val,disk_opt,0.122,31,49,127,37,3684,207,3721,117,0.264957,0.149758,0.191358,0.009944,0.3875,115.25,50.5,182.45
TOSHIBA_20MG07ACA14TA,GRU,50,test,row_opt,0.004,40,103,66,301,3427,209,3728,444,0.09009,0.191388,0.122511,0.08074,0.27972,244.3,101.0,355.52
TOSHIBA_20MG07ACA14TA,GRU,50,test,disk_opt,0.122,30,43,136,34,3694,209,3728,107,0.280374,0.143541,0.189873,0.00912,0.410959,96.66,48.0,129.81
TOSHIBA_20MG07ACA14TA,GRU,51,val,row_opt,0.004,33,101,73,291,3430,207,3721,425,0.077647,0.15942,0.10443,0.078205,0.246269,269.1,130.5,336.85
TOSHIBA_20MG07ACA14TA,GRU,51,val,disk_opt,0.127,29,46,132,37,3684,207,3721,112,0.258929,0.140097,0.181818,0.009944,0.386667,113.25,53.0,172.42
TOSHIBA_20MG07ACA14TA,GRU,51,test,row_opt,0.004,36,104,69,284,3444,209,3728,424,0.084906,0.172249,0.113744,0.07618,0.257143,255.71,113.5,347.3
TOSHIBA_20MG07ACA14TA,GRU,51,test,disk_opt,0.127,29,43,137,34,3694,209,3728,106,0.273585,0.138756,0.184127,0.00912,0.402778,97.29,46.0,139.65
TOSHIBA_20MG07ACA14TA,GRU,52,val,row_opt,0.005,36,92,79,254,3467,207,3721,382,0.094241,0.173913,0.122241,0.068261,0.28125,204.38,98.0,277.61
TOSHIBA_20MG07ACA14TA,GRU,52,val,disk_opt,0.114,31,46,130,37,3684,207,3721,114,0.27193,0.149758,0.193146,0.009944,0.402597,112.38,47.0,162.94
TOSHIBA_20MG07ACA14TA,GRU,52,test,row_opt,0.005,40,99,70,258,3470,209,3728,397,0.100756,0.191388,0.132013,0.069206,0.28777,222.32,99.0,337.66
TOSHIBA_20MG07ACA14TA,GRU,52,test,disk_opt,0.114,34,45,130,29,3699,209,3728,108,0.314815,0.162679,0.214511,0.007779,0.43038,85.59,39.0,120.43
TOSHIBA_20MG07ACA14TA,GRU,53,val,row_opt,0.004,34,100,73,316,3405,207,3721,450,0.075556,0.164251,0.103501,0.084923,0.253731,265.63,115.5,359.94
TOSHIBA_20MG07ACA14TA,GRU,53,val,disk_opt,0.091,30,51,126,37,3684,207,3721,118,0.254237,0.144928,0.184615,0.009944,0.37037,121.75,58.0,172.98
TOSHIBA_20MG07ACA14TA,GRU,53,test,row_opt,0.004,38,103,68,323,3405,209,3728,464,0.081897,0.181818,0.112927,0.086642,0.269504,240.65,112.0,337.22
TOSHIBA_20MG07ACA14TA,GRU,53,test,disk_opt,0.091,34,47,128,33,3695,209,3728,114,0.298246,0.162679,0.210526,0.008852,0.419753,99.57,48.0,141.57
TOSHIBA_20MG07ACA14TA,GRU,54,val,row_opt,0.006,33,97,77,339,3382,207,3721,469,0.070362,0.15942,0.097633,0.091105,0.253846,259.58,130.0,333.54
TOSHIBA_20MG07ACA14TA,GRU,54,val,disk_opt,0.089,26,50,131,37,3684,207,3721,113,0.230088,0.125604,0.1625,0.009944,0.342105,121.03,68.0,161.8
TOSHIBA_20MG07ACA14TA,GRU,54,test,row_opt,0.006,39,100,70,331,3397,209,3728,470,0.082979,0.186603,0.114875,0.088788,0.280576,249.62,115.0,347.23
TOSHIBA_20MG07ACA14TA,GRU,54,test,disk_opt,0.089,26,43,140,32,3696,209,3728,101,0.257426,0.124402,0.167742,0.008584,0.376812,100.7,65.0,137.62
TOSHIBA_20MG07ACA14TA,GRU,55,val,row_opt,0.004,32,102,73,325,3396,207,3721,459,0.069717,0.154589,0.096096,0.087342,0.238806,288.3,140.0,372.53
TOSHIBA_20MG07ACA14TA,GRU,55,val,disk_opt,0.109,32,46,129,37,3684,207,3721,115,0.278261,0.154589,0.198758,0.009944,0.410256,107.55,44.5,165.99
TOSHIBA_20MG07ACA14TA,GRU,55,test,row_opt,0.004,34,108,67,327,3401,209,3728,469,0.072495,0.162679,0.100295,0.087715,0.239437,250.15,114.0,350.42
TOSHIBA_20MG07ACA14TA,GRU,55,test,disk_opt,0.109,27,45,137,40,3688,209,3728,112,0.241071,0.129187,0.168224,0.01073,0.375,100.61,58.5,143.3
TOSHIBA_20MG07ACA14TA,GRU,56,val,row_opt,0.004,33,100,74,287,3434,207,3721,420,0.078571,0.15942,0.105263,0.07713,0.24812,257.11,126.0,343.07
TOSHIBA_20MG07ACA14TA,GRU,56,val,disk_opt,0.117,29,45,133,37,3684,207,3721,111,0.261261,0.140097,0.18239,0.009944,0.391892,104.97,48.5,142.33
TOSHIBA_20MG07ACA14TA,GRU,56,test,row_opt,0.004,41,101,67,279,3449,209,3728,421,0.097387,0.196172,0.130159,0.074839,0.288732,240.65,107.5,343.18
TOSHIBA_20MG07ACA14TA,GRU,56,test,disk_opt,0.117,27,45,137,31,3697,209,3728,103,0.262136,0.129187,0.173077,0.008315,0.375,102.49,50.5,144.97
TOSHIBA_20MG07ACA14TA,GRU,57,val,row_opt,0.004,36,102,69,327,3394,207,3721,465,0.077419,0.173913,0.107143,0.08788,0.26087,272.56,134.0,350.53
TOSHIBA_20MG07ACA14TA,GRU,57,val,disk_opt,0.148,23,45,139,37,3684,207,3721,105,0.219048,0.111111,0.147436,0.009944,0.338235,108.66,60.5,139.51
TOSHIBA_20MG07ACA14TA,GRU,57,test,row_opt,0.004,37,106,66,335,3393,209,3728,478,0.077406,0.177033,0.107715,0.089861,0.258741,254.83,115.0,342.62
TOSHIBA_20MG07ACA14TA,GRU,57,test,disk_opt,0.148,32,48,129,30,3698,209,3728,110,0.290909,0.15311,0.200627,0.008047,0.4,90.74,45.0,125.68
TOSHIBA_20MG07ACA14TA,GRU,58,val,row_opt,0.006,34,102,71,323,3398,207,3721,459,0.074074,0.164251,0.102102,0.086805,0.25,255.74,124.5,315.0
TOSHIBA_20MG07ACA14TA,GRU,58,val,disk_opt,0.159,27,42,138,37,3684,207,3721,106,0.254717,0.130435,0.172524,0.009944,0.391304,99.1,45.0,128.78
TOSHIBA_20MG07ACA14TA,GRU,58,test,row_opt,0.006,36,105,68,329,3399,209,3728,470,0.076596,0.172249,0.106038,0.088251,0.255319,248.91,115.0,335.86
TOSHIBA_20MG07ACA14TA,GRU,58,test,disk_opt,0.159,30,44,135,26,3702,209,3728,100,0.3,0.143541,0.194175,0.006974,0.405405,89.14,53.0,122.1
TOSHIBA_20MG07ACA14TA,GRU,59,val,row_opt,0.003,34,105,68,333,3388,207,3721,472,0.072034,0.164251,0.100147,0.089492,0.244604,307.54,136.0,401.86
TOSHIBA_20MG07ACA14TA,GRU,59,val,disk_opt,0.146,33,46,128,37,3684,207,3721,116,0.284483,0.15942,0.204334,0.009944,0.417722,103.89,47.0,151.05
TOSHIBA_20MG07ACA14TA,GRU,59,test,row_opt,0.003,35,109,65,339,3389,209,3728,483,0.072464,0.167464,0.101156,0.090933,0.243056,262.16,126.0,343.68
TOSHIBA_20MG07ACA14TA,GRU,59,test,disk_opt,0.146,33,45,131,30,3698,209,3728,108,0.305556,0.157895,0.208202,0.008047,0.423077,87.67,44.0,122.87
TOSHIBA_20MG07ACA14TA,GRU,60,val,row_opt,0.005,34,96,77,337,3384,207,3721,467,0.072805,0.164251,0.10089,0.090567,0.261538,226.96,111.5,311.46
TOSHIBA_20MG07ACA14TA,GRU,60,val,disk_opt,0.103,29,51,127,37,3684,207,3721,117,0.247863,0.140097,0.179012,0.009944,0.3625,117.95,60.5,170.19
TOSHIBA_20MG07ACA14TA,GRU,60,test,row_opt,0.005,40,97,72,331,3397,209,3728,468,0.08547,0.191388,0.118168,0.088788,0.291971,229.92,100.0,341.97
TOSHIBA_20MG07ACA14TA,GRU,60,test,disk_opt,0.103,28,49,132,33,3695,209,3728,110,0.254545,0.133971,0.175549,0.008852,0.363636,95.97,48.0,128.61
TOSHIBA_20MG07ACA14TA,GRU,61,val,row_opt,0.005,36,100,71,278,3443,207,3721,414,0.086957,0.173913,0.115942,0.074711,0.264706,248.17,108.0,330.21
TOSHIBA_20MG07ACA14TA,GRU,61,val,disk_opt,0.133,24,48,135,37,3684,207,3721,109,0.220183,0.115942,0.151899,0.009944,0.333333,116.78,69.5,156.82
TOSHIBA_20MG07ACA14TA,GRU,61,test,row_opt,0.005,39,99,71,264,3464,209,3728,402,0.097015,0.186603,0.12766,0.070815,0.282609,239.09,105.0,339.99
TOSHIBA_20MG07ACA14TA,GRU,61,test,disk_opt,0.133,33,43,133,30,3698,209,3728,106,0.311321,0.157895,0.209524,0.008047,0.434211,93.03,42.5,127.38
TOSHIBA_20MG07ACA14TA,GRU,62,val,row_opt,0.005,34,100,73,320,3401,207,3721,454,0.07489,0.164251,0.102874,0.085998,0.253731,314.04,151.0,401.39
TOSHIBA_20MG07ACA14TA,GRU,62,val,disk_opt,0.151,28,44,135,37,3684,207,3721,109,0.256881,0.135266,0.177215,0.009944,0.388889,102.81,52.0,149.87
TOSHIBA_20MG07ACA14TA,GRU,62,test,row_opt,0.005,38,105,66,320,3408,209,3728,463,0.082073,0.181818,0.113095,0.085837,0.265734,260.99,125.0,355.87
TOSHIBA_20MG07ACA14TA,GRU,62,test,disk_opt,0.151,33,43,133,30,3698,209,3728,106,0.311321,0.157895,0.209524,0.008047,0.434211,95.96,41.0,139.2
TOSHIBA_20MG07ACA14TA,XGB,42,val,row_opt,0.002,51,87,69,125,3596,207,3721,263,0.193916,0.246377,0.217021,0.033593,0.369565,124.47,58.0,186.47
TOSHIBA_20MG07ACA14TA,XGB,42,val,disk_opt,0.063,42,52,113,36,3685,207,3721,130,0.323077,0.202899,0.249258,0.009675,0.446809,107.32,48.0,181.95
TOSHIBA_20MG07ACA14TA,XGB,42,test,row_opt,0.002,48,93,68,125,3603,209,3728,266,0.180451,0.229665,0.202105,0.03353,0.340426,117.26,56.0,147.93
TOSHIBA_20MG07ACA14TA,XGB,42,test,disk_opt,0.063,37,51,121,33,3695,209,3728,121,0.305785,0.177033,0.224242,0.008852,0.420455,74.78,41.5,85.42
TOSHIBA_20MG07ACA14TA,XGB,43,val,row_opt,0.003,51,96,60,253,3468,207,3721,400,0.1275,0.246377,0.16804,0.067992,0.346939,181.4,76.0,277.78
TOSHIBA_20MG07ACA14TA,XGB,43,val,disk_opt,0.117,35,53,119,37,3684,207,3721,125,0.28,0.169082,0.210843,0.009944,0.397727,103.34,47.5,165.09
TOSHIBA_20MG07ACA14TA,XGB,43,test,row_opt,0.003,45,101,63,232,3496,209,3728,378,0.119048,0.215311,0.153322,0.062232,0.308219,151.84,82.5,198.25
TOSHIBA_20MG07ACA14TA,XGB,43,test,disk_opt,0.117,37,50,122,32,3696,209,3728,119,0.310924,0.177033,0.22561,0.008584,0.425287,94.21,39.0,126.0
TOSHIBA_20MG07ACA14TA,XGB,44,val,row_opt,0.002,53,93,61,177,3544,207,3721,323,0.164087,0.256039,0.2,0.047568,0.363014,159.18,62.0,256.32
TOSHIBA_20MG07ACA14TA,XGB,44,val,disk_opt,0.094,39,55,113,37,3684,207,3721,131,0.29771,0.188406,0.230769,0.009944,0.414894,115.81,50.5,194.28
TOSHIBA_20MG07ACA14TA,XGB,44,test,row_opt,0.002,46,99,64,177,3551,209,3728,322,0.142857,0.220096,0.173258,0.047479,0.317241,152.14,83.0,218.5
TOSHIBA_20MG07ACA14TA,XGB,44,test,disk_opt,0.094,35,58,116,37,3691,209,3728,130,0.269231,0.167464,0.20649,0.009925,0.376344,102.53,48.0,133.47
TOSHIBA_20MG07ACA14TA,XGB,45,val,row_opt,0.001,55,89,63,152,3569,207,3721,296,0.185811,0.2657,0.218688,0.040849,0.381944,125.93,58.0,180.46
TOSHIBA_20MG07ACA14TA,XGB,45,val,disk_opt,0.061,36,44,127,27,3694,207,3721,107,0.336449,0.173913,0.229299,0.007256,0.45,108.96,47.0,190.04
TOSHIBA_20MG07ACA14TA,XGB,45,test,row_opt,0.001,45,96,68,152,3576,209,3728,293,0.153584,0.215311,0.179283,0.040773,0.319149,126.78,77.0,153.85
TOSHIBA_20MG07ACA14TA,XGB,45,test,disk_opt,0.061,35,47,127,24,3704,209,3728,106,0.330189,0.167464,0.222222,0.006438,0.426829,73.41,41.0,83.75
TOSHIBA_20MG07ACA14TA,XGB,46,val,row_opt,0.001,51,91,65,198,3523,207,3721,340,0.15,0.246377,0.186472,0.053212,0.359155,172.77,72.5,272.41
TOSHIBA_20MG07ACA14TA,XGB,46,val,disk_opt,0.06,38,53,116,29,3692,207,3721,120,0.316667,0.183575,0.232416,0.007794,0.417582,106.8,49.0,181.62
TOSHIBA_20MG07ACA14TA,XGB,46,test,row_opt,0.001,47,95,67,200,3528,209,3728,342,0.137427,0.22488,0.170599,0.053648,0.330986,144.54,69.5,219.89
TOSHIBA_20MG07ACA14TA,XGB,46,test,disk_opt,0.06,36,59,114,35,3693,209,3728,130,0.276923,0.172249,0.212389,0.009388,0.378947,85.67,46.0,110.95
TOSHIBA_20MG07ACA14TA,XGB,47,val,row_opt,0.001,54,85,68,129,3592,207,3721,268,0.201493,0.26087,0.227368,0.034668,0.388489,127.27,58.0,182.86
TOSHIBA_20MG07ACA14TA,XGB,47,val,disk_opt,0.062,40,46,121,35,3686,207,3721,121,0.330579,0.193237,0.243902,0.009406,0.465116,109.51,45.0,200.4
TOSHIBA_20MG07ACA14TA,XGB,47,test,row_opt,0.001,44,91,74,123,3605,209,3728,258,0.170543,0.210526,0.188437,0.032994,0.325926,124.72,68.0,155.71
TOSHIBA_20MG07ACA14TA,XGB,47,test,disk_opt,0.062,32,53,124,33,3695,209,3728,118,0.271186,0.15311,0.195719,0.008852,0.376471,88.49,46.0,102.11
TOSHIBA_20MG07ACA14TA,XGB,48,val,row_opt,0.004,44,104,59,396,3325,207,3721,544,0.080882,0.21256,0.117177,0.106423,0.297297,241.57,101.0,355.96
TOSHIBA_20MG07ACA14TA,XGB,48,val,disk_opt,0.208,39,47,121,37,3684,207,3721,123,0.317073,0.188406,0.236364,0.009944,0.453488,92.45,42.0,159.64
TOSHIBA_20MG07ACA14TA,XGB,48,test,row_opt,0.004,44,110,55,384,3344,209,3728,538,0.081784,0.210526,0.117805,0.103004,0.285714,229.79,113.0,341.74
TOSHIBA_20MG07ACA14TA,XGB,48,test,disk_opt,0.208,35,51,123,36,3692,209,3728,122,0.286885,0.167464,0.21148,0.009657,0.406977,78.22,47.0,93.53
TOSHIBA_20MG07ACA14TA,XGB,49,val,row_opt,0.001,54,91,62,155,3566,207,3721,300,0.18,0.26087,0.213018,0.041655,0.372414,129.6,58.0,188.93
TOSHIBA_20MG07ACA14TA,XGB,49,val,disk_opt,0.063,30,42,135,34,3687,207,3721,106,0.283019,0.144928,0.191693,0.009137,0.416667,93.33,41.5,150.65
TOSHIBA_20MG07ACA14TA,XGB,49,test,row_opt,0.001,48,96,65,160,3568,209,3728,304,0.157895,0.229665,0.187135,0.042918,0.333333,142.78,77.0,213.61
TOSHIBA_20MG07ACA14TA,XGB,49,test,disk_opt,0.063,30,48,131,28,3700,209,3728,106,0.283019,0.143541,0.190476,0.007511,0.384615,81.82,52.0,86.88
TOSHIBA_20MG07ACA14TA,XGB,50,val,row_opt,0.001,55,89,63,149,3572,207,3721,293,0.187713,0.2657,0.22,0.040043,0.381944,125.9,58.0,180.46
TOSHIBA_20MG07ACA14TA,XGB,50,val,disk_opt,0.063,36,44,127,26,3695,207,3721,106,0.339623,0.173913,0.230032,0.006987,0.45,108.96,47.0,190.04
TOSHIBA_20MG07ACA14TA,XGB,50,test,row_opt,0.001,46,95,68,148,3580,209,3728,289,0.15917,0.220096,0.184739,0.0397,0.326241,126.6,77.0,153.96
TOSHIBA_20MG07ACA14TA,XGB,50,test,disk_opt,0.063,34,47,128,24,3704,209,3728,105,0.32381,0.162679,0.216561,0.006438,0.419753,73.64,41.0,83.76
TOSHIBA_20MG07ACA14TA,XGB,51,val,row_opt,0.001,55,90,62,155,3566,207,3721,300,0.183333,0.2657,0.216963,0.041655,0.37931,128.07,58.0,187.72
TOSHIBA_20MG07ACA14TA,XGB,51,val,disk_opt,0.055,40,52,115,35,3686,207,3721,127,0.314961,0.193237,0.239521,0.009406,0.434783,106.01,48.0,181.51
TOSHIBA_20MG07ACA14TA,XGB,51,test,row_opt,0.001,45,98,66,155,3573,209,3728,298,0.151007,0.215311,0.177515,0.041577,0.314685,128.92,77.0,154.33
TOSHIBA_20MG07ACA14TA,XGB,51,test,disk_opt,0.055,39,59,111,35,3693,209,3728,133,0.293233,0.186603,0.22807,0.009388,0.397959,83.34,46.0,105.91
TOSHIBA_20MG07ACA14TA,XGB,52,val,row_opt,0.001,55,89,63,154,3567,207,3721,298,0.184564,0.2657,0.217822,0.041387,0.381944,128.23,58.0,188.36
TOSHIBA_20MG07ACA14TA,XGB,52,val,disk_opt,0.063,38,41,128,26,3695,207,3721,105,0.361905,0.183575,0.24359,0.006987,0.481013,105.84,33.0,191.75
TOSHIBA_20MG07ACA14TA,XGB,52,test,row_opt,0.001,47,96,66,151,3577,209,3728,294,0.159864,0.22488,0.186879,0.040504,0.328671,128.26,77.0,154.71
TOSHIBA_20MG07ACA14TA,XGB,52,test,disk_opt,0.063,35,44,130,22,3706,209,3728,101,0.346535,0.167464,0.225806,0.005901,0.443038,69.33,39.0,80.72
TOSHIBA_20MG07ACA14TA,XGB,53,val,row_opt,0.002,53,88,66,142,3579,207,3721,283,0.187279,0.256039,0.216327,0.038162,0.375887,125.99,58.0,184.92
TOSHIBA_20MG07ACA14TA,XGB,53,val,disk_opt,0.068,38,52,117,33,3688,207,3721,123,0.308943,0.183575,0.230303,0.008869,0.422222,111.1,49.0,195.46
TOSHIBA_20MG07ACA14TA,XGB,53,test,row_opt,0.002,48,97,64,146,3582,209,3728,291,0.164948,0.229665,0.192,0.039163,0.331034,135.77,71.0,190.3
TOSHIBA_20MG07ACA14TA,XGB,53,test,disk_opt,0.068,34,56,119,41,3687,209,3728,131,0.259542,0.162679,0.2,0.010998,0.377778,99.44,46.0,130.56
TOSHIBA_20MG07ACA14TA,XGB,54,val,row_opt,0.002,52,87,68,145,3576,207,3721,284,0.183099,0.251208,0.211813,0.038968,0.374101,126.35,58.0,188.05
TOSHIBA_20MG07ACA14TA,XGB,54,val,disk_opt,0.065,40,54,113,37,3684,207,3721,131,0.305344,0.193237,0.236686,0.009944,0.425532,120.1,50.5,205.46
TOSHIBA_20MG07ACA14TA,XGB,54,test,row_opt,0.002,47,96,66,144,3584,209,3728,287,0.163763,0.22488,0.189516,0.038627,0.328671,128.86,68.0,172.09
