dataset,model,seed,split,threshold_kind,threshold,N_on_time,N_early,N_missed,N_censored_early,N_censored_no_alarm,N_failed,N_censored,N_alarmed,precision,recall,f1,far,on_time_share,mean_lead_time,median_lead_time,std_lead_time
HGST_20HUH721212ALN604,GRU,56,test,disk_opt,0.139,17,43,102,19,958,162,977,79,0.21519,0.104938,0.141079,0.019447,0.283333,174.53,85.5,262.98
HGST_20HUH721212ALN604,GRU,57,val,row_opt,0.039,19,100,41,63,912,160,975,182,0.104396,0.11875,0.111111,0.064615,0.159664,268.61,195.0,279.5
HGST_20HUH721212ALN604,GRU,57,val,disk_opt,0.226,18,33,109,9,966,160,975,60,0.3,0.1125,0.163636,0.009231,0.352941,99.76,55.0,125.41
HGST_20HUH721212ALN604,GRU,57,test,row_opt,0.039,10,100,52,72,905,162,977,182,0.054945,0.061728,0.05814,0.073695,0.090909,304.23,229.5,298.73
HGST_20HUH721212ALN604,GRU,57,test,disk_opt,0.226,23,32,107,18,959,162,977,73,0.315068,0.141975,0.195745,0.018424,0.418182,111.84,59.0,150.14
HGST_20HUH721212ALN604,GRU,58,val,row_opt,0.037,18,99,43,60,915,160,975,177,0.101695,0.1125,0.106825,0.061538,0.153846,282.71,208.0,287.67
HGST_20HUH721212ALN604,GRU,58,val,disk_opt,0.176,19,39,102,9,966,160,975,67,0.283582,0.11875,0.167401,0.009231,0.327586,145.9,75.0,182.04
HGST_20HUH721212ALN604,GRU,58,test,row_opt,0.037,11,102,49,67,910,162,977,180,0.061111,0.067901,0.064327,0.068577,0.097345,307.54,221.0,310.61
HGST_20HUH721212ALN604,GRU,58,test,disk_opt,0.176,23,41,98,17,960,162,977,81,0.283951,0.141975,0.1893,0.0174,0.359375,156.55,77.5,223.42
HGST_20HUH721212ALN604,GRU,59,val,row_opt,0.033,21,88,51,51,924,160,975,160,0.13125,0.13125,0.13125,0.052308,0.192661,257.39,182.0,282.02
HGST_20HUH721212ALN604,GRU,59,val,disk_opt,0.111,17,38,105,9,966,160,975,64,0.265625,0.10625,0.151786,0.009231,0.309091,123.65,73.0,150.48
HGST_20HUH721212ALN604,GRU,59,test,row_opt,0.033,10,92,60,54,923,162,977,156,0.064103,0.061728,0.062893,0.055271,0.098039,319.48,245.0,310.26
HGST_20HUH721212ALN604,GRU,59,test,disk_opt,0.111,20,39,103,14,963,162,977,73,0.273973,0.123457,0.170213,0.01433,0.338983,152.75,75.0,214.3
HGST_20HUH721212ALN604,GRU,60,val,row_opt,0.036,23,93,44,52,923,160,975,168,0.136905,0.14375,0.140244,0.053333,0.198276,261.91,184.0,283.14
HGST_20HUH721212ALN604,GRU,60,val,disk_opt,0.155,17,40,103,9,966,160,975,66,0.257576,0.10625,0.150442,0.009231,0.298246,140.04,73.0,169.63
HGST_20HUH721212ALN604,GRU,60,test,row_opt,0.036,12,95,55,50,927,162,977,157,0.076433,0.074074,0.075235,0.051177,0.11215,302.73,219.0,308.29
HGST_20HUH721212ALN604,GRU,60,test,disk_opt,0.155,24,37,101,16,961,162,977,77,0.311688,0.148148,0.200837,0.016377,0.393443,142.77,60.0,224.84
HGST_20HUH721212ALN604,GRU,61,val,row_opt,0.035,21,98,41,63,912,160,975,182,0.115385,0.13125,0.122807,0.064615,0.176471,281.03,203.0,269.08
HGST_20HUH721212ALN604,GRU,61,val,disk_opt,0.164,18,37,105,9,966,160,975,64,0.28125,0.1125,0.160714,0.009231,0.327273,143.22,70.0,183.89
HGST_20HUH721212ALN604,GRU,61,test,row_opt,0.035,12,99,51,69,908,162,977,180,0.066667,0.074074,0.070175,0.070624,0.108108,313.0,240.0,306.3
HGST_20HUH721212ALN604,GRU,61,test,disk_opt,0.164,22,38,102,18,959,162,977,78,0.282051,0.135802,0.183333,0.018424,0.366667,163.45,76.5,248.55
HGST_20HUH721212ALN604,GRU,62,val,row_opt,0.039,21,99,40,64,911,160,975,184,0.11413,0.13125,0.122093,0.065641,0.175,266.8,199.5,251.3
HGST_20HUH721212ALN604,GRU,62,val,disk_opt,0.207,21,39,100,9,966,160,975,69,0.304348,0.13125,0.183406,0.009231,0.35,123.45,61.5,162.76
HGST_20HUH721212ALN604,GRU,62,test,row_opt,0.039,13,101,48,68,909,162,977,182,0.071429,0.080247,0.075581,0.069601,0.114035,301.1,187.0,313.55
HGST_20HUH721212ALN604,GRU,62,test,disk_opt,0.207,23,40,99,20,957,162,977,83,0.277108,0.141975,0.187755,0.020471,0.365079,150.65,74.0,217.37
HGST_20HUH721212ALN604,XGB,43,val,row_opt,0.023,22,99,39,63,912,160,975,184,0.119565,0.1375,0.127907,0.064615,0.181818,330.94,232.0,351.81
HGST_20HUH721212ALN604,XGB,43,val,disk_opt,0.535,5,32,123,9,966,160,975,46,0.108696,0.03125,0.048544,0.009231,0.135135,198.05,142.0,172.58
HGST_20HUH721212ALN604,XGB,43,test,row_opt,0.023,13,99,50,71,906,162,977,183,0.071038,0.080247,0.075362,0.072671,0.116071,341.88,220.0,388.75
HGST_20HUH721212ALN604,XGB,43,test,disk_opt,0.535,11,23,128,9,968,162,977,43,0.255814,0.067901,0.107317,0.009212,0.323529,154.18,64.0,180.27
HGST_20HUH721212ALN604,XGB,44,val,row_opt,0.041,20,102,38,66,909,160,975,188,0.106383,0.125,0.114943,0.067692,0.163934,318.52,243.0,322.69
HGST_20HUH721212ALN604,XGB,44,val,disk_opt,0.432,12,27,121,9,966,160,975,48,0.25,0.075,0.115385,0.009231,0.307692,146.69,84.0,213.69
HGST_20HUH721212ALN604,XGB,44,test,row_opt,0.041,13,104,45,78,899,162,977,195,0.066667,0.080247,0.072829,0.079836,0.111111,339.49,229.0,378.35
HGST_20HUH721212ALN604,XGB,44,test,disk_opt,0.432,17,24,121,14,963,162,977,55,0.309091,0.104938,0.156682,0.01433,0.414634,171.93,52.0,322.35
HGST_20HUH721212ALN604,XGB,45,val,row_opt,0.007,22,95,43,63,912,160,975,180,0.122222,0.1375,0.129412,0.064615,0.188034,321.51,221.0,349.54
HGST_20HUH721212ALN604,XGB,45,val,disk_opt,0.762,6,17,137,5,970,160,975,28,0.214286,0.0375,0.06383,0.005128,0.26087,126.52,65.0,133.93
HGST_20HUH721212ALN604,XGB,45,test,row_opt,0.007,15,105,42,71,906,162,977,191,0.078534,0.092593,0.084986,0.072671,0.125,331.33,216.0,372.5
HGST_20HUH721212ALN604,XGB,45,test,disk_opt,0.762,9,14,139,4,973,162,977,27,0.333333,0.055556,0.095238,0.004094,0.391304,106.96,82.0,102.58
HGST_20HUH721212ALN604,XGB,46,val,row_opt,0.013,21,97,42,63,912,160,975,181,0.116022,0.13125,0.123167,0.064615,0.177966,318.8,234.5,327.59
HGST_20HUH721212ALN604,XGB,46,val,disk_opt,0.679,6,22,132,8,967,160,975,36,0.166667,0.0375,0.061224,0.008205,0.214286,143.89,72.5,141.52
HGST_20HUH721212ALN604,XGB,46,test,row_opt,0.013,12,108,42,74,903,162,977,194,0.061856,0.074074,0.067416,0.075742,0.1,336.59,231.5,375.23
HGST_20HUH721212ALN604,XGB,46,test,disk_opt,0.679,9,19,134,6,971,162,977,34,0.264706,0.055556,0.091837,0.006141,0.321429,143.64,90.5,155.19
HGST_20HUH721212ALN604,XGB,47,val,row_opt,0.021,17,103,40,76,899,160,975,196,0.086735,0.10625,0.095506,0.077949,0.141667,350.98,288.5,356.41
HGST_20HUH721212ALN604,XGB,47,val,disk_opt,0.254,16,22,122,9,966,160,975,47,0.340426,0.1,0.154589,0.009231,0.421053,82.87,48.0,91.34
HGST_20HUH721212ALN604,XGB,47,test,row_opt,0.021,14,105,43,85,892,162,977,204,0.068627,0.08642,0.076503,0.087001,0.117647,337.2,222.0,380.96
HGST_20HUH721212ALN604,XGB,47,test,disk_opt,0.254,17,24,121,11,966,162,977,52,0.326923,0.104938,0.158879,0.011259,0.414634,132.15,52.0,222.85
HGST_20HUH721212ALN604,XGB,48,val,row_opt,0.03,20,100,40,68,907,160,975,188,0.106383,0.125,0.114943,0.069744,0.166667,319.83,240.0,316.79
HGST_20HUH721212ALN604,XGB,48,val,disk_opt,0.469,5,22,133,9,966,160,975,36,0.138889,0.03125,0.05102,0.009231,0.185185,168.48,132.0,135.76
HGST_20HUH721212ALN604,XGB,48,test,row_opt,0.03,14,105,43,76,901,162,977,195,0.071795,0.08642,0.078431,0.077789,0.117647,340.25,220.0,385.14
HGST_20HUH721212ALN604,XGB,48,test,disk_opt,0.469,11,22,129,9,968,162,977,42,0.261905,0.067901,0.107843,0.009212,0.333333,155.79,53.0,183.79
HGST_20HUH721212ALN604,XGB,49,val,row_opt,0.022,14,100,46,74,901,160,975,188,0.074468,0.0875,0.08046,0.075897,0.122807,344.85,257.0,366.73
HGST_20HUH721212ALN604,XGB,49,val,disk_opt,0.448,8,31,121,9,966,160,975,48,0.166667,0.05,0.076923,0.009231,0.205128,206.85,132.0,236.05
HGST_20HUH721212ALN604,XGB,49,test,row_opt,0.022,19,99,44,79,898,162,977,197,0.096447,0.117284,0.10585,0.08086,0.161017,333.53,195.0,413.91
HGST_20HUH721212ALN604,XGB,49,test,disk_opt,0.448,7,28,127,13,964,162,977,48,0.145833,0.04321,0.066667,0.013306,0.2,224.89,105.0,274.4
HGST_20HUH721212ALN604,XGB,50,val,row_opt,0.03,15,100,45,73,902,160,975,188,0.079787,0.09375,0.086207,0.074872,0.130435,338.1,275.0,340.36
HGST_20HUH721212ALN604,XGB,50,val,disk_opt,0.389,11,30,119,9,966,160,975,50,0.22,0.06875,0.104762,0.009231,0.268293,173.85,99.0,195.07
HGST_20HUH721212ALN604,XGB,50,test,row_opt,0.03,14,98,50,83,894,162,977,195,0.071795,0.08642,0.078431,0.084954,0.125,348.57,236.5,389.65
HGST_20HUH721212ALN604,XGB,50,test,disk_opt,0.389,11,31,120,14,963,162,977,56,0.196429,0.067901,0.100917,0.01433,0.261905,217.0,74.5,351.05
HGST_20HUH721212ALN604,XGB,51,val,row_opt,0.032,18,102,40,74,901,160,975,194,0.092784,0.1125,0.101695,0.075897,0.15,343.88,284.0,342.36
HGST_20HUH721212ALN604,XGB,51,val,disk_opt,0.426,9,17,134,9,966,160,975,35,0.257143,0.05625,0.092308,0.009231,0.346154,176.62,95.5,251.25
HGST_20HUH721212ALN604,XGB,51,test,row_opt,0.032,14,103,45,82,895,162,977,199,0.070352,0.08642,0.077562,0.08393,0.119658,348.6,236.0,386.92
HGST_20HUH721212ALN604,XGB,51,test,disk_opt,0.426,9,18,135,11,966,162,977,38,0.236842,0.055556,0.09,0.011259,0.333333,192.78,48.0,355.44
HGST_20HUH721212ALN604,XGB,52,val,row_opt,0.03,20,102,38,77,898,160,975,199,0.100503,0.125,0.111421,0.078974,0.163934,340.23,253.5,342.57
HGST_20HUH721212ALN604,XGB,52,val,disk_opt,0.395,11,22,127,9,966,160,975,42,0.261905,0.06875,0.108911,0.009231,0.333333,164.61,92.0,232.41
HGST_20HUH721212ALN604,XGB,52,test,row_opt,0.03,18,100,44,79,898,162,977,197,0.091371,0.111111,0.100279,0.08086,0.152542,377.36,238.0,450.41
HGST_20HUH721212ALN604,XGB,52,test,disk_opt,0.395,14,26,122,16,961,162,977,56,0.25,0.08642,0.12844,0.016377,0.35,194.3,55.0,324.78
HGST_20HUH721212ALN604,XGB,53,val,row_opt,0.017,19,102,39,66,909,160,975,187,0.101604,0.11875,0.10951,0.067692,0.157025,330.81,283.0,318.19
HGST_20HUH721212ALN604,XGB,53,val,disk_opt,0.406,16,27,117,8,967,160,975,51,0.313725,0.1,0.151659,0.008205,0.372093,97.07,50.0,115.14
HGST_20HUH721212ALN604,XGB,53,test,row_opt,0.017,13,101,48,79,898,162,977,193,0.067358,0.080247,0.073239,0.08086,0.114035,345.32,222.0,383.62
HGST_20HUH721212ALN604,XGB,53,test,disk_opt,0.406,15,28,119,15,962,162,977,58,0.258621,0.092593,0.136364,0.015353,0.348837,116.49,71.0,132.96
HGST_20HUH721212ALN604,XGB,54,val,row_opt,0.037,21,102,37,77,898,160,975,200,0.105,0.13125,0.116667,0.078974,0.170732,327.22,229.0,350.18
HGST_20HUH721212ALN604,XGB,54,val,disk_opt,0.41,15,29,116,9,966,160,975,53,0.283019,0.09375,0.140845,0.009231,0.340909,143.68,82.0,205.2
HGST_20HUH721212ALN604,XGB,54,test,row_opt,0.037,19,102,41,87,890,162,977,208,0.091346,0.117284,0.102703,0.089048,0.157025,338.22,245.0,367.83
HGST_20HUH721212ALN604,XGB,54,test,disk_opt,0.41,10,30,122,16,961,162,977,56,0.178571,0.061728,0.091743,0.016377,0.25,193.53,79.5,303.07
HGST_20HUH721212ALN604,XGB,55,val,row_opt,0.03,16,102,42,86,889,160,975,204,0.078431,0.1,0.087912,0.088205,0.135593,330.42,249.0,310.96
HGST_20HUH721212ALN604,XGB,55,val,disk_opt,0.321,12,18,130,9,966,160,975,39,0.307692,0.075,0.120603,0.009231,0.4,77.2,50.5,87.25
HGST_20HUH721212ALN604,XGB,55,test,row_opt,0.03,14,105,43,84,893,162,977,203,0.068966,0.08642,0.076712,0.085977,0.117647,341.55,223.0,374.77
HGST_20HUH721212ALN604,XGB,55,test,disk_opt,0.321,14,19,129,12,965,162,977,45,0.311111,0.08642,0.135266,0.012282,0.424242,124.15,40.0,206.12
HGST_20HUH721212ALN604,XGB,56,val,row_opt,0.038,17,102,41,67,908,160,975,186,0.091398,0.10625,0.098266,0.068718,0.142857,334.27,263.0,333.42
HGST_20HUH721212ALN604,XGB,56,val,disk_opt,0.463,12,18,130,9,966,160,975,39,0.307692,0.075,0.120603,0.009231,0.4,129.87,46.0,226.13
HGST_20HUH721212ALN604,XGB,56,test,row_opt,0.038,15,105,42,75,902,162,977,195,0.076923,0.092593,0.084034,0.076766,0.125,351.5,231.5,386.71
HGST_20HUH721212ALN604,XGB,56,test,disk_opt,0.463,16,18,128,14,963,162,977,48,0.333333,0.098765,0.152381,0.01433,0.470588,174.85,36.5,340.68
HGST_20HUH721212ALN604,XGB,57,val,row_opt,0.037,19,100,41,67,908,160,975,186,0.102151,0.11875,0.109827,0.068718,0.159664,331.44,275.0,339.89
HGST_20HUH721212ALN604,XGB,57,val,disk_opt,0.438,6,29,125,9,966,160,975,44,0.136364,0.0375,0.058824,0.009231,0.171429,189.8,131.0,228.12
HGST_20HUH721212ALN604,XGB,57,test,row_opt,0.037,12,104,46,77,900,162,977,193,0.062176,0.074074,0.067606,0.078813,0.103448,353.83,239.0,389.03
HGST_20HUH721212ALN604,XGB,57,test,disk_opt,0.438,16,22,124,14,963,162,977,52,0.307692,0.098765,0.149533,0.01433,0.421053,132.26,38.0,244.24
HGST_20HUH721212ALN604,XGB,58,val,row_opt,0.024,18,99,43,82,893,160,975,199,0.090452,0.1125,0.100279,0.084103,0.153846,334.49,258.0,344.34
HGST_20HUH721212ALN604,XGB,58,val,disk_opt,0.408,10,35,115,9,966,160,975,54,0.185185,0.0625,0.093458,0.009231,0.222222,182.44,99.0,216.82
HGST_20HUH721212ALN604,XGB,58,test,row_opt,0.024,16,100,46,82,895,162,977,198,0.080808,0.098765,0.088889,0.08393,0.137931,366.43,250.0,426.29
HGST_20HUH721212ALN604,XGB,58,test,disk_opt,0.408,6,33,123,14,963,162,977,53,0.113208,0.037037,0.055814,0.01433,0.153846,207.36,99.0,265.65
HGST_20HUH721212ALN604,XGB,59,val,row_opt,0.008,22,95,43,72,903,160,975,189,0.116402,0.1375,0.126074,0.073846,0.188034,310.53,229.0,337.6
HGST_20HUH721212ALN604,XGB,59,val,disk_opt,0.602,5,14,141,3,972,160,975,22,0.227273,0.03125,0.054945,0.003077,0.263158,127.32,77.0,122.77
HGST_20HUH721212ALN604,XGB,59,test,row_opt,0.008,16,99,47,73,904,162,977,188,0.085106,0.098765,0.091429,0.074719,0.13913,338.85,220.0,388.28
HGST_20HUH721212ALN604,XGB,59,test,disk_opt,0.602,3,6,153,5,972,162,977,14,0.214286,0.018519,0.034091,0.005118,0.333333,107.33,53.0,108.54
HGST_20HUH721212ALN604,XGB,60,val,row_opt,0.04,18,101,41,74,901,160,975,193,0.093264,0.1125,0.101983,0.075897,0.151261,327.05,275.0,307.0
HGST_20HUH721212ALN604,XGB,60,val,disk_opt,0.53,14,20,126,9,966,160,975,43,0.325581,0.0875,0.137931,0.009231,0.411765,77.62,41.5,85.34
HGST_20HUH721212ALN604,XGB,60,test,row_opt,0.04,17,101,44,77,900,162,977,195,0.087179,0.104938,0.095238,0.078813,0.144068,350.93,235.5,394.87
HGST_20HUH721212ALN604,XGB,60,test,disk_opt,0.53,16,21,125,12,965,162,977,49,0.326531,0.098765,0.151659,0.012282,0.432432,128.38,37.0,250.31
HGST_20HUH721212ALN604,XGB,61,val,row_opt,0.021,18,101,41,65,910,160,975,184,0.097826,0.1125,0.104651,0.066667,0.151261,336.87,243.0,347.04
HGST_20HUH721212ALN604,XGB,61,val,disk_opt,0.495,5,31,124,9,966,160,975,45,0.111111,0.03125,0.04878,0.009231,0.138889,191.94,137.0,170.97
HGST_20HUH721212ALN604,XGB,61,test,row_opt,0.021,11,103,48,75,902,162,977,189,0.058201,0.067901,0.062678,0.076766,0.096491,338.32,222.0,379.56
HGST_20HUH721212ALN604,XGB,61,test,disk_opt,0.495,12,22,128,8,969,162,977,42,0.285714,0.074074,0.117647,0.008188,0.352941,146.71,63.5,180.61
HGST_20HUH721212ALN604,XGB,62,val,row_opt,0.017,21,98,41,63,912,160,975,182,0.115385,0.13125,0.122807,0.064615,0.176471,333.87,244.0,331.92
HGST_20HUH721212ALN604,XGB,62,val,disk_opt,0.612,4,31,125,9,966,160,975,44,0.090909,0.025,0.039216,0.009231,0.114286,199.09,142.0,172.48
HGST_20HUH721212ALN604,XGB,62,test,row_opt,0.017,12,103,47,68,909,162,977,183,0.065574,0.074074,0.069565,0.069601,0.104348,337.94,222.0,387.37
HGST_20HUH721212ALN604,XGB,62,test,disk_opt,0.612,8,24,130,8,969,162,977,40,0.2,0.049383,0.079208,0.008188,0.25,158.53,74.5,180.53
HGST_20HUH721212ALN604,LGBM,42,val,row_opt,0.01,22,91,47,68,907,160,975,181,0.121547,0.1375,0.129032,0.069744,0.19469,288.42,211.0,310.28
HGST_20HUH721212ALN604,LGBM,42,val,disk_opt,0.812,12,23,125,9,966,160,975,44,0.272727,0.075,0.117647,0.009231,0.342857,225.6,77.0,393.19
HGST_20HUH721212ALN604,LGBM,42,test,row_opt,0.01,18,95,49,61,916,162,977,174,0.103448,0.111111,0.107143,0.062436,0.159292,279.42,163.0,323.57
HGST_20HUH721212ALN604,LGBM,42,test,disk_opt,0.812,10,27,125,12,965,162,977,49,0.204082,0.061728,0.094787,0.012282,0.27027,205.89,105.0,321.96
HGST_20HUH721212ALN604,LGBM,43,val,row_opt,0.012,18,97,45,59,916,160,975,174,0.103448,0.1125,0.107784,0.060513,0.156522,292.32,229.0,270.62
HGST_20HUH721212ALN604,LGBM,43,val,disk_opt,0.385,6,15,139,9,966,160,975,30,0.2,0.0375,0.063158,0.009231,0.285714,163.62,51.0,258.98
HGST_20HUH721212ALN604,LGBM,43,test,row_opt,0.012,16,99,47,57,920,162,977,172,0.093023,0.098765,0.095808,0.058342,0.13913,309.39,229.0,343.37
HGST_20HUH721212ALN604,LGBM,43,test,disk_opt,0.385,7,22,133,14,963,162,977,43,0.162791,0.04321,0.068293,0.01433,0.241379,217.28,81.0,348.26
HGST_20HUH721212ALN604,LGBM,44,val,row_opt,0.013,25,95,40,64,911,160,975,184,0.13587,0.15625,0.145349,0.065641,0.208333,300.32,227.0,313.43
HGST_20HUH721212ALN604,LGBM,44,val,disk_opt,0.999,9,14,137,9,966,160,975,32,0.28125,0.05625,0.09375,0.009231,0.391304,133.83,33.0,208.81
HGST_20HUH721212ALN604,LGBM,44,test,row_opt,0.013,15,102,45,62,915,162,977,179,0.083799,0.092593,0.087977,0.06346,0.128205,328.27,229.0,366.63
HGST_20HUH721212ALN604,LGBM,44,test,disk_opt,0.999,17,15,130,9,968,162,977,41,0.414634,0.104938,0.167488,0.009212,0.53125,122.66,18.5,263.43
HGST_20HUH721212ALN604,LGBM,45,val,row_opt,0.024,22,96,42,66,909,160,975,184,0.119565,0.1375,0.127907,0.067692,0.186441,318.19,247.0,338.01
HGST_20HUH721212ALN604,LGBM,45,val,disk_opt,0.998,7,17,136,9,966,160,975,33,0.212121,0.04375,0.072539,0.009231,0.291667,144.88,71.5,200.94
HGST_20HUH721212ALN604,LGBM,45,test,row_opt,0.024,20,99,43,74,903,162,977,193,0.103627,0.123457,0.112676,0.075742,0.168067,337.38,229.0,400.32
HGST_20HUH721212ALN604,LGBM,45,test,disk_opt,0.998,12,21,129,6,971,162,977,39,0.307692,0.074074,0.119403,0.006141,0.363636,159.64,68.0,250.31
HGST_20HUH721212ALN604,LGBM,46,val,row_opt,0.032,20,98,42,80,895,160,975,198,0.10101,0.125,0.111732,0.082051,0.169492,317.69,225.0,355.45
HGST_20HUH721212ALN604,LGBM,46,val,disk_opt,0.976,8,17,135,9,966,160,975,34,0.235294,0.05,0.082474,0.009231,0.32,143.4,44.0,203.57
HGST_20HUH721212ALN604,LGBM,46,test,row_opt,0.032,20,102,40,88,889,162,977,210,0.095238,0.123457,0.107527,0.090072,0.163934,312.42,212.0,353.21
HGST_20HUH721212ALN604,LGBM,46,test,disk_opt,0.976,14,19,129,8,969,162,977,41,0.341463,0.08642,0.137931,0.008188,0.424242,165.12,39.0,287.22
HGST_20HUH721212ALN604,LGBM,47,val,row_opt,0.018,21,97,42,56,919,160,975,174,0.12069,0.13125,0.125749,0.057436,0.177966,309.0,213.5,343.32
HGST_20HUH721212ALN604,LGBM,47,val,disk_opt,0.983,10,12,138,11,964,160,975,33,0.30303,0.0625,0.103627,0.011282,0.454545,98.36,32.5,136.14
HGST_20HUH721212ALN604,LGBM,47,test,row_opt,0.018,16,101,45,61,916,162,977,178,0.089888,0.098765,0.094118,0.062436,0.136752,315.53,192.0,370.26
HGST_20HUH721212ALN604,LGBM,47,test,disk_opt,0.983,18,15,129,12,965,162,977,45,0.4,0.111111,0.173913,0.012282,0.545455,120.15,20.0,247.15
HGST_20HUH721212ALN604,LGBM,48,val,row_opt,0.006,25,86,49,67,908,160,975,178,0.140449,0.15625,0.147929,0.068718,0.225225,289.88,219.0,311.15
HGST_20HUH721212ALN604,LGBM,48,val,disk_opt,0.917,14,14,132,8,967,160,975,36,0.388889,0.0875,0.142857,0.008205,0.5,171.46,31.0,324.46
HGST_20HUH721212ALN604,LGBM,48,test,row_opt,0.006,14,94,54,59,918,162,977,167,0.083832,0.08642,0.085106,0.060389,0.12963,300.89,216.0,335.86
HGST_20HUH721212ALN604,LGBM,48,test,disk_opt,0.917,14,18,130,12,965,162,977,44,0.318182,0.08642,0.135922,0.012282,0.4375,188.19,38.0,321.75
HGST_20HUH721212ALN604,LGBM,49,val,row_opt,0.028,23,102,35,97,878,160,975,222,0.103604,0.14375,0.120419,0.099487,0.184,311.98,256.0,285.27
HGST_20HUH721212ALN604,LGBM,49,val,disk_opt,0.866,8,17,135,8,967,160,975,33,0.242424,0.05,0.082902,0.008205,0.32,164.28,48.0,225.66
HGST_20HUH721212ALN604,LGBM,49,test,row_opt,0.028,20,103,39,103,874,162,977,226,0.088496,0.123457,0.103093,0.105425,0.162602,330.82,229.0,376.06
HGST_20HUH721212ALN604,LGBM,49,test,disk_opt,0.866,15,23,124,12,965,162,977,50,0.3,0.092593,0.141509,0.012282,0.394737,162.63,51.5,254.26
HGST_20HUH721212ALN604,LGBM,50,val,row_opt,0.03,21,99,40,92,883,160,975,212,0.099057,0.13125,0.112903,0.094359,0.175,329.48,240.5,352.96
HGST_20HUH721212ALN604,LGBM,50,val,disk_opt,0.873,16,19,125,9,966,160,975,44,0.363636,0.1,0.156863,0.009231,0.457143,135.23,38.0,211.18
HGST_20HUH721212ALN604,LGBM,50,test,row_opt,0.03,23,94,45,95,882,162,977,212,0.108491,0.141975,0.122995,0.097236,0.196581,332.64,229.0,359.0
HGST_20HUH721212ALN604,LGBM,50,test,disk_opt,0.873,14,25,123,10,967,162,977,49,0.285714,0.08642,0.132701,0.010235,0.358974,186.69,110.0,298.96
HGST_20HUH721212ALN604,LGBM,51,val,row_opt,0.004,22,88,50,69,906,160,975,179,0.122905,0.1375,0.129794,0.070769,0.2,274.21,200.0,306.8
HGST_20HUH721212ALN604,LGBM,51,val,disk_opt,0.962,10,24,126,9,966,160,975,43,0.232558,0.0625,0.098522,0.009231,0.294118,156.44,64.5,221.41
HGST_20HUH721212ALN604,LGBM,51,test,row_opt,0.004,17,89,56,58,919,162,977,164,0.103659,0.104938,0.104294,0.059365,0.160377,285.81,166.0,340.02
HGST_20HUH721212ALN604,LGBM,51,test,disk_opt,0.962,12,23,127,9,968,162,977,44,0.272727,0.074074,0.116505,0.009212,0.342857,150.29,75.0,186.92
HGST_20HUH721212ALN604,LGBM,52,val,row_opt,0.013,26,94,40,65,910,160,975,185,0.140541,0.1625,0.150725,0.066667,0.216667,301.76,206.0,343.17
HGST_20HUH721212ALN604,LGBM,52,val,disk_opt,0.987,9,9,142,12,963,160,975,30,0.3,0.05625,0.094737,0.012308,0.5,104.11,35.5,145.05
HGST_20HUH721212ALN604,LGBM,52,test,row_opt,0.013,15,100,47,66,911,162,977,181,0.082873,0.092593,0.087464,0.067554,0.130435,332.03,238.0,369.17
HGST_20HUH721212ALN604,LGBM,52,test,disk_opt,0.987,14,13,135,9,968,162,977,36,0.388889,0.08642,0.141414,0.009212,0.518519,128.63,27.0,268.12
HGST_20HUH721212ALN604,LGBM,53,val,row_opt,0.004,22,88,50,68,907,160,975,178,0.123596,0.1375,0.130178,0.069744,0.2,274.21,200.0,306.8
HGST_20HUH721212ALN604,LGBM,53,val,disk_opt,0.922,13,20,127,9,966,160,975,42,0.309524,0.08125,0.128713,0.009231,0.393939,116.76,43.0,189.94
HGST_20HUH721212ALN604,LGBM,53,test,row_opt,0.004,17,89,56,58,919,162,977,164,0.103659,0.104938,0.104294,0.059365,0.160377,285.83,166.0,340.01
HGST_20HUH721212ALN604,LGBM,53,test,disk_opt,0.922,11,18,133,10,967,162,977,39,0.282051,0.067901,0.109453,0.010235,0.37931,160.55,52.0,275.94
HGST_20HUH721212ALN604,LGBM,54,val,row_opt,0.03,23,98,39,95,880,160,975,216,0.106481,0.14375,0.12234,0.097436,0.190083,334.09,251.0,359.72
HGST_20HUH721212ALN604,LGBM,54,val,disk_opt,0.997,8,16,136,12,963,160,975,36,0.222222,0.05,0.081633,0.012308,0.333333,181.54,64.0,232.95
HGST_20HUH721212ALN604,LGBM,54,test,row_opt,0.03,16,105,41,109,868,162,977,230,0.069565,0.098765,0.081633,0.111566,0.132231,364.1,242.0,435.68
HGST_20HUH721212ALN604,LGBM,54,test,disk_opt,0.997,14,19,129,13,964,162,977,46,0.304348,0.08642,0.134615,0.013306,0.424242,197.42,64.0,349.74
HGST_20HUH721212ALN604,LGBM,55,val,row_opt,0.024,13,103,44,95,880,160,975,211,0.061611,0.08125,0.070081,0.097436,0.112069,316.1,240.5,289.48
HGST_20HUH721212ALN604,LGBM,55,val,disk_opt,0.887,9,17,134,9,966,160,975,35,0.257143,0.05625,0.092308,0.009231,0.346154,208.88,97.5,327.77
HGST_20HUH721212ALN604,LGBM,55,test,row_opt,0.024,18,98,46,97,880,162,977,213,0.084507,0.111111,0.096,0.099284,0.155172,345.77,242.5,362.24
HGST_20HUH721212ALN604,LGBM,55,test,disk_opt,0.887,13,21,128,13,964,162,977,47,0.276596,0.080247,0.124402,0.013306,0.382353,122.82,60.5,157.5
HGST_20HUH721212ALN604,LGBM,56,val,row_opt,0.006,25,86,49,67,908,160,975,178,0.140449,0.15625,0.147929,0.068718,0.225225,289.99,219.0,311.11
