dataset,model,seed,split,threshold_kind,threshold,precision,recall,f1,far,auroc,tp,fp,fn,tn
ST12000NM0007,LSTM,56,val,disk_opt,0.328,0.299131,0.108315,0.159041,0.000469,0.846238,723,1694,5952,3610353
ST12000NM0007,LSTM,56,test,row_opt,0.018,0.064442,0.379043,0.110157,0.010343,0.773954,2590,37601,4243,3597655
ST12000NM0007,LSTM,56,test,disk_opt,0.328,0.152465,0.093224,0.115702,0.000974,0.773954,637,3541,6196,3631715
ST12000NM0007,LSTM,57,val,row_opt,0.023,0.080075,0.462921,0.136532,0.009828,0.859241,3090,35499,3585,3576548
ST12000NM0007,LSTM,57,val,disk_opt,0.355,0.328814,0.072659,0.119018,0.000274,0.859241,485,990,6190,3611057
ST12000NM0007,LSTM,57,test,row_opt,0.023,0.064362,0.378165,0.110002,0.010333,0.773405,2584,37564,4249,3597692
ST12000NM0007,LSTM,57,test,disk_opt,0.355,0.158828,0.060296,0.087409,0.0006,0.773405,412,2182,6421,3633074
ST12000NM0007,LSTM,58,val,row_opt,0.011,0.083659,0.477453,0.142372,0.009664,0.859665,3187,34908,3488,3577139
ST12000NM0007,LSTM,58,val,disk_opt,0.283,0.295634,0.106517,0.156608,0.000469,0.859665,711,1694,5964,3610353
ST12000NM0007,LSTM,58,test,row_opt,0.011,0.065541,0.379628,0.111784,0.010174,0.786053,2594,36984,4239,3598272
ST12000NM0007,LSTM,58,test,disk_opt,0.283,0.161744,0.08415,0.110705,0.00082,0.786053,575,2980,6258,3632276
ST12000NM0007,LSTM,59,val,row_opt,0.016,0.082511,0.476255,0.140654,0.009786,0.851515,3179,35349,3496,3576698
ST12000NM0007,LSTM,59,val,disk_opt,0.331,0.269093,0.089738,0.134592,0.00045,0.851515,599,1627,6076,3610420
ST12000NM0007,LSTM,59,test,row_opt,0.016,0.065492,0.385629,0.111968,0.010343,0.777273,2635,37599,4198,3597657
ST12000NM0007,LSTM,59,test,disk_opt,0.331,0.123737,0.071711,0.0908,0.000955,0.777273,490,3470,6343,3631786
ST12000NM0007,LSTM,60,val,row_opt,0.015,0.081644,0.476554,0.139404,0.009906,0.856807,3181,35781,3494,3576266
ST12000NM0007,LSTM,60,val,disk_opt,0.289,0.327567,0.08794,0.138656,0.000334,0.856807,587,1205,6088,3610842
ST12000NM0007,LSTM,60,test,row_opt,0.015,0.062483,0.373774,0.107068,0.010541,0.778378,2554,38321,4279,3596935
ST12000NM0007,LSTM,60,test,disk_opt,0.289,0.105931,0.063515,0.079414,0.001008,0.778378,434,3663,6399,3631593
ST12000NM0007,LSTM,61,val,row_opt,0.022,0.080878,0.465918,0.13783,0.009785,0.852864,3110,35343,3565,3576704
ST12000NM0007,LSTM,61,val,disk_opt,0.334,0.280357,0.094082,0.140886,0.000446,0.852864,628,1612,6047,3610435
ST12000NM0007,LSTM,61,test,row_opt,0.022,0.067906,0.375677,0.115022,0.009693,0.781117,2567,35235,4266,3600021
ST12000NM0007,LSTM,61,test,disk_opt,0.334,0.126405,0.067467,0.087977,0.000876,0.781117,461,3186,6372,3632070
ST12000NM0007,LSTM,62,val,row_opt,0.018,0.082375,0.47206,0.140272,0.009718,0.856008,3151,35101,3524,3576946
ST12000NM0007,LSTM,62,val,disk_opt,0.352,0.320729,0.071161,0.116479,0.000279,0.856008,475,1006,6200,3611041
ST12000NM0007,LSTM,62,test,row_opt,0.018,0.058292,0.36792,0.100638,0.011172,0.779702,2514,40614,4319,3594642
ST12000NM0007,LSTM,62,test,disk_opt,0.352,0.162869,0.077418,0.10495,0.000748,0.779702,529,2719,6304,3632537
ST12000NM0007,GRU,42,val,row_opt,0.016,0.08497,0.497079,0.145132,0.009892,0.85587,3318,35731,3357,3576316
ST12000NM0007,GRU,42,val,disk_opt,0.312,0.435689,0.05633,0.099761,0.000135,0.85587,376,487,6299,3611560
ST12000NM0007,GRU,42,test,row_opt,0.016,0.068995,0.38797,0.117156,0.00984,0.786038,2651,35772,4182,3599484
ST12000NM0007,GRU,42,test,disk_opt,0.312,0.224223,0.0401,0.068032,0.000261,0.786038,274,948,6559,3634308
ST12000NM0007,GRU,43,val,row_opt,0.017,0.081022,0.470412,0.138235,0.00986,0.859513,3140,35615,3535,3576432
ST12000NM0007,GRU,43,val,disk_opt,0.307,0.392031,0.091386,0.14822,0.000262,0.859513,610,946,6065,3611101
ST12000NM0007,GRU,43,test,row_opt,0.017,0.062181,0.386507,0.107127,0.010957,0.792374,2641,39832,4192,3595424
ST12000NM0007,GRU,43,test,disk_opt,0.307,0.257876,0.064686,0.103428,0.00035,0.792374,442,1272,6391,3633984
ST12000NM0007,GRU,44,val,row_opt,0.014,0.084008,0.482247,0.143089,0.009717,0.863296,3219,35099,3456,3576948
ST12000NM0007,GRU,44,val,disk_opt,0.297,0.370518,0.083596,0.136414,0.000262,0.863296,558,948,6117,3611099
ST12000NM0007,GRU,44,test,row_opt,0.014,0.067148,0.390751,0.114602,0.010204,0.789477,2670,37093,4163,3598163
ST12000NM0007,GRU,44,test,disk_opt,0.297,0.378526,0.060881,0.104892,0.000188,0.789477,416,683,6417,3634573
ST12000NM0007,GRU,45,val,row_opt,0.016,0.083136,0.473408,0.141434,0.009648,0.858122,3160,34850,3515,3577197
ST12000NM0007,GRU,45,val,disk_opt,0.299,0.425287,0.083146,0.139098,0.000208,0.858122,555,750,6120,3611297
ST12000NM0007,GRU,45,test,row_opt,0.016,0.070087,0.396458,0.119116,0.009887,0.793689,2709,35943,4124,3599313
ST12000NM0007,GRU,45,test,disk_opt,0.299,0.243515,0.06732,0.10548,0.000393,0.793689,460,1429,6373,3633827
ST12000NM0007,GRU,46,val,row_opt,0.02,0.082905,0.48779,0.141722,0.009972,0.859528,3256,36018,3419,3576029
ST12000NM0007,GRU,46,val,disk_opt,0.327,0.349282,0.065618,0.110481,0.000226,0.859528,438,816,6237,3611231
ST12000NM0007,GRU,46,test,row_opt,0.02,0.066837,0.383872,0.11385,0.010074,0.783169,2623,36622,4210,3598634
ST12000NM0007,GRU,46,test,disk_opt,0.327,0.31814,0.050051,0.086495,0.000202,0.783169,342,733,6491,3634523
ST12000NM0007,GRU,47,val,row_opt,0.021,0.082166,0.482547,0.140422,0.009961,0.857744,3221,35980,3454,3576067
ST12000NM0007,GRU,47,val,disk_opt,0.318,0.409247,0.07161,0.121892,0.000191,0.857744,478,690,6197,3611357
ST12000NM0007,GRU,47,test,row_opt,0.021,0.069927,0.376848,0.117965,0.009421,0.779263,2575,34249,4258,3601007
ST12000NM0007,GRU,47,test,disk_opt,0.318,0.260965,0.052246,0.087063,0.000278,0.779263,357,1011,6476,3634245
ST12000NM0007,GRU,48,val,row_opt,0.015,0.083255,0.476404,0.14174,0.009694,0.864676,3180,35016,3495,3577031
ST12000NM0007,GRU,48,val,disk_opt,0.286,0.386861,0.071461,0.120637,0.000209,0.864676,477,756,6198,3611291
ST12000NM0007,GRU,48,test,row_opt,0.015,0.068128,0.390604,0.116021,0.010042,0.786793,2669,36507,4164,3598749
ST12000NM0007,GRU,48,test,disk_opt,0.286,0.223412,0.042734,0.071744,0.000279,0.786793,292,1015,6541,3634241
ST12000NM0007,GRU,49,val,row_opt,0.02,0.084049,0.488539,0.143423,0.009839,0.858317,3261,35538,3414,3576509
ST12000NM0007,GRU,49,val,disk_opt,0.295,0.49281,0.056479,0.101344,0.000107,0.858317,377,388,6298,3611659
ST12000NM0007,GRU,49,test,row_opt,0.02,0.072909,0.393824,0.12304,0.009413,0.786089,2691,34218,4142,3601038
ST12000NM0007,GRU,49,test,disk_opt,0.295,0.342071,0.038197,0.06872,0.000138,0.786089,261,502,6572,3634754
ST12000NM0007,GRU,50,val,row_opt,0.015,0.085944,0.496479,0.146524,0.009758,0.857477,3314,35246,3361,3576801
ST12000NM0007,GRU,50,val,disk_opt,0.32,0.390056,0.083446,0.13748,0.000241,0.857477,557,871,6118,3611176
ST12000NM0007,GRU,50,test,row_opt,0.015,0.067023,0.383726,0.114114,0.01004,0.792494,2622,36499,4211,3598757
ST12000NM0007,GRU,50,test,disk_opt,0.32,0.247454,0.060442,0.097154,0.000346,0.792494,413,1256,6420,3634000
ST12000NM0007,GRU,51,val,row_opt,0.019,0.084283,0.483296,0.143534,0.009704,0.866787,3226,35050,3449,3576997
ST12000NM0007,GRU,51,val,disk_opt,0.311,0.462052,0.082996,0.140716,0.000179,0.866787,554,645,6121,3611402
ST12000NM0007,GRU,51,test,row_opt,0.019,0.068481,0.381092,0.1161,0.009744,0.784842,2604,35421,4229,3599835
ST12000NM0007,GRU,51,test,disk_opt,0.311,0.298808,0.058686,0.098104,0.000259,0.784842,401,941,6432,3634315
ST12000NM0007,GRU,52,val,row_opt,0.021,0.082268,0.478052,0.140378,0.009855,0.86259,3191,35597,3484,3576450
ST12000NM0007,GRU,52,val,disk_opt,0.325,0.463953,0.059775,0.105906,0.000128,0.86259,399,461,6276,3611586
ST12000NM0007,GRU,52,test,row_opt,0.021,0.071181,0.378165,0.11981,0.009275,0.778291,2584,33718,4249,3601538
ST12000NM0007,GRU,52,test,disk_opt,0.325,0.347418,0.043319,0.077033,0.000153,0.778291,296,556,6537,3634700
ST12000NM0007,GRU,53,val,row_opt,0.021,0.082843,0.482697,0.141415,0.009876,0.855471,3222,35671,3453,3576376
ST12000NM0007,GRU,53,val,disk_opt,0.31,0.343602,0.065169,0.109558,0.00023,0.855471,435,831,6240,3611216
ST12000NM0007,GRU,53,test,row_opt,0.021,0.073077,0.386068,0.122892,0.009205,0.783625,2638,33461,4195,3601795
ST12000NM0007,GRU,53,test,disk_opt,0.31,0.273657,0.046978,0.08019,0.000234,0.783625,321,852,6512,3634404
ST12000NM0007,GRU,54,val,row_opt,0.016,0.085068,0.487341,0.144851,0.009686,0.868055,3253,34987,3422,3577060
ST12000NM0007,GRU,54,val,disk_opt,0.29,0.372347,0.086742,0.140705,0.00027,0.868055,579,976,6096,3611071
ST12000NM0007,GRU,54,test,row_opt,0.016,0.06941,0.388556,0.11778,0.009792,0.781078,2655,35596,4178,3599660
ST12000NM0007,GRU,54,test,disk_opt,0.29,0.294918,0.060296,0.100122,0.000271,0.781078,412,985,6421,3634271
ST12000NM0007,GRU,55,val,row_opt,0.014,0.083659,0.490487,0.142938,0.009928,0.858019,3274,35861,3401,3576186
ST12000NM0007,GRU,55,val,disk_opt,0.288,0.403523,0.07206,0.122283,0.000197,0.858019,481,711,6194,3611336
ST12000NM0007,GRU,55,test,row_opt,0.014,0.072596,0.384311,0.122122,0.009228,0.791276,2626,33547,4207,3601709
ST12000NM0007,GRU,55,test,disk_opt,0.288,0.261194,0.051222,0.085648,0.000272,0.791276,350,990,6483,3634266
ST12000NM0007,GRU,56,val,row_opt,0.021,0.08159,0.466816,0.138903,0.009711,0.854083,3116,35075,3559,3576972
ST12000NM0007,GRU,56,val,disk_opt,0.311,0.367592,0.073408,0.122378,0.000233,0.854083,490,843,6185,3611204
ST12000NM0007,GRU,56,test,row_opt,0.021,0.070451,0.393385,0.119501,0.009756,0.788037,2688,35466,4145,3599790
ST12000NM0007,GRU,56,test,disk_opt,0.311,0.242718,0.051222,0.084592,0.0003,0.788037,350,1092,6483,3634164
ST12000NM0007,GRU,57,val,row_opt,0.021,0.080259,0.462772,0.136793,0.0098,0.854929,3089,35399,3586,3576648
ST12000NM0007,GRU,57,val,disk_opt,0.315,0.44484,0.037453,0.069089,8.6e-05,0.854929,250,312,6425,3611735
ST12000NM0007,GRU,57,test,row_opt,0.021,0.072057,0.383433,0.121316,0.009281,0.784328,2620,33740,4213,3601516
ST12000NM0007,GRU,57,test,disk_opt,0.315,0.334921,0.03088,0.056546,0.000115,0.784328,211,419,6622,3634837
ST12000NM0007,GRU,58,val,row_opt,0.02,0.082734,0.480449,0.141159,0.009844,0.858784,3207,35556,3468,3576491
ST12000NM0007,GRU,58,val,disk_opt,0.331,0.451429,0.047341,0.085695,0.000106,0.858784,316,384,6359,3611663
ST12000NM0007,GRU,58,test,row_opt,0.02,0.062635,0.382263,0.107634,0.010753,0.772026,2612,39090,4221,3596166
ST12000NM0007,GRU,58,test,disk_opt,0.331,0.263259,0.039953,0.069377,0.00021,0.772026,273,764,6560,3634492
ST12000NM0007,GRU,59,val,row_opt,0.019,0.082937,0.48839,0.141795,0.00998,0.851797,3260,36047,3415,3576000
ST12000NM0007,GRU,59,val,disk_opt,0.31,0.414184,0.087491,0.144465,0.000229,0.851797,584,826,6091,3611221
ST12000NM0007,GRU,59,test,row_opt,0.019,0.073109,0.387824,0.123027,0.009242,0.7767,2650,33597,4183,3601659
ST12000NM0007,GRU,59,test,disk_opt,0.31,0.281155,0.054149,0.090809,0.00026,0.7767,370,946,6463,3634310
ST12000NM0007,GRU,60,val,row_opt,0.026,0.079255,0.462921,0.135339,0.009938,0.859209,3090,35898,3585,3576149
ST12000NM0007,GRU,60,val,disk_opt,0.375,0.497674,0.04809,0.087705,9e-05,0.859209,321,324,6354,3611723
ST12000NM0007,GRU,60,test,row_opt,0.026,0.06993,0.370262,0.117642,0.009256,0.792121,2530,33649,4303,3601607
ST12000NM0007,GRU,60,test,disk_opt,0.375,0.368502,0.03527,0.064378,0.000114,0.792121,241,413,6592,3634843
ST12000NM0007,GRU,61,val,row_opt,0.015,0.081352,0.478352,0.139056,0.009982,0.862169,3193,36056,3482,3575991
ST12000NM0007,GRU,61,val,disk_opt,0.314,0.362932,0.091236,0.145816,0.000296,0.862169,609,1069,6066,3610978
ST12000NM0007,GRU,61,test,row_opt,0.015,0.063362,0.396166,0.10925,0.011008,0.785417,2707,40016,4126,3595240
ST12000NM0007,GRU,61,test,disk_opt,0.314,0.205784,0.071857,0.106519,0.000521,0.785417,491,1895,6342,3633361
ST12000NM0007,GRU,62,val,row_opt,0.021,0.082164,0.473558,0.140031,0.009776,0.849957,3161,35311,3514,3576736
ST12000NM0007,GRU,62,val,disk_opt,0.287,0.379808,0.071011,0.119652,0.000214,0.849957,474,774,6201,3611273
ST12000NM0007,GRU,62,test,row_opt,0.021,0.069544,0.38197,0.117666,0.009606,0.780916,2610,34920,4223,3600336
ST12000NM0007,GRU,62,test,disk_opt,0.287,0.320312,0.048002,0.083492,0.000191,0.780916,328,696,6505,3634560
ST12000NM0007,XGB,42,val,row_opt,0.017,0.080457,0.458876,0.136909,0.009692,0.871273,3063,35007,3612,3577040
ST12000NM0007,XGB,42,val,disk_opt,0.089,0.155355,0.195805,0.17325,0.001967,0.871273,1307,7106,5368,3604941
ST12000NM0007,XGB,42,test,row_opt,0.017,0.066055,0.390897,0.113013,0.010389,0.801286,2671,37765,4162,3597491
ST12000NM0007,XGB,42,test,disk_opt,0.089,0.111296,0.137129,0.122869,0.002058,0.801286,937,7482,5896,3627774
ST12000NM0007,XGB,43,val,row_opt,0.015,0.080897,0.465169,0.137825,0.009766,0.873037,3105,35277,3570,3576770
ST12000NM0007,XGB,43,val,disk_opt,0.062,0.157249,0.23221,0.187515,0.0023,0.873037,1550,8307,5125,3603740
ST12000NM0007,XGB,43,test,row_opt,0.015,0.068748,0.398946,0.117285,0.010158,0.796086,2726,36926,4107,3598330
ST12000NM0007,XGB,43,test,disk_opt,0.062,0.126397,0.201961,0.155484,0.002624,0.796086,1380,9538,5453,3625718
ST12000NM0007,XGB,44,val,row_opt,0.019,0.081087,0.47236,0.138414,0.009892,0.86482,3153,35731,3522,3576316
ST12000NM0007,XGB,44,val,disk_opt,0.12,0.150597,0.179476,0.163773,0.001871,0.86482,1198,6757,5477,3605290
ST12000NM0007,XGB,44,test,row_opt,0.019,0.066408,0.398946,0.113863,0.010542,0.80307,2726,38323,4107,3596933
ST12000NM0007,XGB,44,test,disk_opt,0.12,0.123288,0.140934,0.131521,0.001884,0.80307,963,6848,5870,3628408
ST12000NM0007,XGB,45,val,row_opt,0.016,0.081996,0.475955,0.139891,0.009847,0.870581,3177,35569,3498,3576478
ST12000NM0007,XGB,45,val,disk_opt,0.107,0.16346,0.179476,0.171094,0.001697,0.870581,1198,6131,5477,3605916
ST12000NM0007,XGB,45,test,row_opt,0.016,0.065535,0.389287,0.112184,0.010434,0.798384,2660,37929,4173,3597327
ST12000NM0007,XGB,45,test,disk_opt,0.107,0.126468,0.141812,0.133701,0.001841,0.798384,969,6693,5864,3628563
ST12000NM0007,XGB,46,val,row_opt,0.018,0.084348,0.484794,0.143694,0.009726,0.863343,3236,35129,3439,3576918
ST12000NM0007,XGB,46,val,disk_opt,0.112,0.14873,0.165843,0.156821,0.001754,0.863343,1107,6336,5568,3605711
ST12000NM0007,XGB,46,test,row_opt,0.018,0.063814,0.398068,0.109995,0.010977,0.802008,2720,39904,4113,3595352
ST12000NM0007,XGB,46,test,disk_opt,0.112,0.109875,0.127177,0.117894,0.001937,0.802008,869,7040,5964,3628216
ST12000NM0007,XGB,47,val,row_opt,0.017,0.080826,0.473708,0.138091,0.009955,0.869536,3162,35959,3513,3576088
ST12000NM0007,XGB,47,val,disk_opt,0.08,0.162946,0.223071,0.188326,0.002118,0.869536,1489,7649,5186,3604398
ST12000NM0007,XGB,47,test,row_opt,0.017,0.065994,0.394409,0.113069,0.010492,0.79504,2695,38142,4138,3597114
ST12000NM0007,XGB,47,test,disk_opt,0.08,0.119474,0.166106,0.138982,0.002301,0.79504,1135,8365,5698,3626891
ST12000NM0007,XGB,48,val,row_opt,0.016,0.079891,0.45603,0.135963,0.009706,0.871515,3044,35058,3631,3576989
ST12000NM0007,XGB,48,val,disk_opt,0.098,0.152624,0.18427,0.166961,0.001891,0.871515,1230,6829,5445,3605218
ST12000NM0007,XGB,48,test,row_opt,0.016,0.06329,0.394995,0.109099,0.010988,0.799447,2699,39946,4134,3595310
ST12000NM0007,XGB,48,test,disk_opt,0.098,0.123408,0.146056,0.13378,0.00195,0.799447,998,7089,5835,3628167
ST12000NM0007,XGB,49,val,row_opt,0.019,0.083827,0.478652,0.142669,0.009667,0.865118,3195,34919,3480,3577128
ST12000NM0007,XGB,49,val,disk_opt,0.123,0.156654,0.194157,0.173401,0.001932,0.865118,1296,6977,5379,3605070
ST12000NM0007,XGB,49,test,row_opt,0.019,0.064981,0.372018,0.110637,0.010062,0.805962,2542,36577,4291,3598679
ST12000NM0007,XGB,49,test,disk_opt,0.123,0.110988,0.132006,0.120588,0.001987,0.805962,902,7225,5931,3628031
ST12000NM0007,XGB,50,val,row_opt,0.018,0.083366,0.479251,0.142026,0.009738,0.867995,3199,35174,3476,3576873
ST12000NM0007,XGB,50,val,disk_opt,0.105,0.17556,0.181873,0.178661,0.001578,0.867995,1214,5701,5461,3606346
ST12000NM0007,XGB,50,test,row_opt,0.018,0.067072,0.390312,0.114473,0.010205,0.80046,2667,37096,4166,3598160
ST12000NM0007,XGB,50,test,disk_opt,0.105,0.105365,0.118981,0.11176,0.001899,0.80046,813,6903,6020,3628353
ST12000NM0007,XGB,51,val,row_opt,0.019,0.081128,0.468464,0.138305,0.009805,0.873056,3127,35417,3548,3576630
ST12000NM0007,XGB,51,val,disk_opt,0.11,0.16409,0.168539,0.166285,0.001587,0.873056,1125,5731,5550,3606316
ST12000NM0007,XGB,51,test,row_opt,0.019,0.064823,0.382409,0.110854,0.01037,0.80039,2613,37697,4220,3597559
ST12000NM0007,XGB,51,test,disk_opt,0.11,0.106767,0.120299,0.11313,0.001892,0.80039,822,6877,6011,3628379
ST12000NM0007,XGB,52,val,row_opt,0.017,0.085502,0.483895,0.145325,0.009564,0.864252,3230,34547,3445,3577500
ST12000NM0007,XGB,52,val,disk_opt,0.118,0.192662,0.188015,0.19031,0.001456,0.864252,1255,5259,5420,3606788
ST12000NM0007,XGB,52,test,row_opt,0.017,0.06559,0.395873,0.112535,0.010601,0.804735,2705,38536,4128,3596720
ST12000NM0007,XGB,52,test,disk_opt,0.118,0.125864,0.146641,0.13546,0.001914,0.804735,1002,6959,5831,3628297
ST12000NM0007,XGB,53,val,row_opt,0.018,0.082102,0.475955,0.140045,0.009833,0.870402,3177,35519,3498,3576528
ST12000NM0007,XGB,53,val,disk_opt,0.102,0.15348,0.198202,0.172998,0.00202,0.870402,1323,7297,5352,3604750
ST12000NM0007,XGB,53,test,row_opt,0.018,0.06476,0.388995,0.111035,0.010559,0.800197,2658,38386,4175,3596870
ST12000NM0007,XGB,53,test,disk_opt,0.102,0.107414,0.143129,0.122726,0.002236,0.800197,978,8127,5855,3627129
ST12000NM0007,XGB,54,val,row_opt,0.017,0.080451,0.465468,0.13719,0.009832,0.868693,3107,35513,3568,3576534
ST12000NM0007,XGB,54,val,disk_opt,0.096,0.15191,0.185318,0.166959,0.001912,0.868693,1237,6906,5438,3605141
ST12000NM0007,XGB,54,test,row_opt,0.017,0.065728,0.392214,0.112588,0.010479,0.802611,2680,38094,4153,3597162
ST12000NM0007,XGB,54,test,disk_opt,0.096,0.121598,0.145178,0.132346,0.001971,0.802611,992,7166,5841,3628090
ST12000NM0007,XGB,55,val,row_opt,0.013,0.079147,0.452285,0.13472,0.009724,0.870352,3019,35125,3656,3576922
ST12000NM0007,XGB,55,val,disk_opt,0.071,0.158293,0.194457,0.174521,0.001911,0.870352,1298,6902,5377,3605145
ST12000NM0007,XGB,55,test,row_opt,0.013,0.066786,0.38797,0.113955,0.01019,0.793672,2651,37043,4182,3598213
ST12000NM0007,XGB,55,test,disk_opt,0.071,0.123503,0.146349,0.133958,0.001952,0.793672,1000,7097,5833,3628159
ST12000NM0007,XGB,56,val,row_opt,0.017,0.08309,0.486142,0.141923,0.009914,0.862465,3245,35809,3430,3576238
ST12000NM0007,XGB,56,val,disk_opt,0.126,0.20915,0.186966,0.197437,0.001306,0.862465,1248,4719,5427,3607328
ST12000NM0007,XGB,56,test,row_opt,0.017,0.062634,0.388556,0.107879,0.01093,0.802112,2655,39734,4178,3595522
ST12000NM0007,XGB,56,test,disk_opt,0.126,0.124297,0.142251,0.132669,0.001884,0.802112,972,6848,5861,3628408
ST12000NM0007,XGB,57,val,row_opt,0.018,0.084716,0.474307,0.143756,0.00947,0.870689,3166,34206,3509,3577841
ST12000NM0007,XGB,57,val,disk_opt,0.09,0.148859,0.203296,0.17187,0.002148,0.870689,1357,7759,5318,3604288
ST12000NM0007,XGB,57,test,row_opt,0.018,0.067248,0.392653,0.11483,0.010237,0.80225,2683,37214,4150,3598042
ST12000NM0007,XGB,57,test,disk_opt,0.09,0.130769,0.159227,0.143602,0.001989,0.80225,1088,7232,5745,3628024
ST12000NM0007,XGB,58,val,row_opt,0.018,0.080052,0.469963,0.136802,0.00998,0.868486,3137,36050,3538,3575997
ST12000NM0007,XGB,58,val,disk_opt,0.107,0.202124,0.182472,0.191796,0.001331,0.868486,1218,4808,5457,3607239
ST12000NM0007,XGB,58,test,row_opt,0.018,0.065,0.394995,0.11163,0.01068,0.800332,2699,38824,4134,3596432
ST12000NM0007,XGB,58,test,disk_opt,0.107,0.122073,0.135812,0.128576,0.001836,0.800332,928,6674,5905,3628582
ST12000NM0007,XGB,59,val,row_opt,0.018,0.084869,0.485693,0.14449,0.009678,0.871681,3242,34958,3433,3577089
ST12000NM0007,XGB,59,val,disk_opt,0.123,0.174145,0.185468,0.179629,0.001625,0.871681,1238,5871,5437,3606176
ST12000NM0007,XGB,59,test,row_opt,0.018,0.0693,0.395434,0.117932,0.009982,0.801838,2702,36288,4131,3598968
ST12000NM0007,XGB,59,test,disk_opt,0.123,0.114579,0.135372,0.124111,0.001966,0.801838,925,7148,5908,3628108
ST12000NM0007,XGB,60,val,row_opt,0.017,0.083952,0.489438,0.143321,0.009869,0.870198,3267,35648,3408,3576399
ST12000NM0007,XGB,60,val,disk_opt,0.115,0.158006,0.179026,0.167861,0.001763,0.870198,1195,6368,5480,3605679
ST12000NM0007,XGB,60,test,row_opt,0.017,0.063236,0.392946,0.10894,0.010941,0.803554,2685,39775,4148,3595481
ST12000NM0007,XGB,60,test,disk_opt,0.115,0.132641,0.130836,0.131732,0.001608,0.803554,894,5846,5939,3629410
ST12000NM0007,XGB,61,val,row_opt,0.01,0.078668,0.433708,0.13318,0.009387,0.868985,2895,33905,3780,3578142
ST12000NM0007,XGB,61,val,disk_opt,0.036,0.142072,0.228464,0.175197,0.00255,0.868985,1525,9209,5150,3602838
ST12000NM0007,XGB,61,test,row_opt,0.01,0.069465,0.369384,0.116938,0.009301,0.791816,2524,33811,4309,3601445
ST12000NM0007,XGB,61,test,disk_opt,0.036,0.10117,0.156886,0.123013,0.00262,0.791816,1072,9524,5761,3625732
ST12000NM0007,XGB,62,val,row_opt,0.018,0.083468,0.471011,0.141807,0.009558,0.871476,3144,34523,3531,3577524
ST12000NM0007,XGB,62,val,disk_opt,0.103,0.144255,0.187715,0.16314,0.002058,0.871476,1253,7433,5422,3604614
ST12000NM0007,XGB,62,test,row_opt,0.018,0.064593,0.384458,0.110604,0.010465,0.806134,2627,38043,4206,3597213
ST12000NM0007,XGB,62,test,disk_opt,0.103,0.096903,0.131421,0.111553,0.002302,0.806134,898,8369,5935,3626887
ST12000NM0007,LGBM,42,val,row_opt,0.012,0.078286,0.449588,0.133351,0.009782,0.849108,3001,35333,3674,3576714
ST12000NM0007,LGBM,42,val,disk_opt,0.137,0.174373,0.093783,0.121968,0.000821,0.849108,626,2964,6049,3609083
ST12000NM0007,LGBM,42,test,row_opt,0.012,0.064726,0.359871,0.109718,0.009774,0.764642,2459,35532,4374,3599724
ST12000NM0007,LGBM,42,test,disk_opt,0.137,0.068981,0.045661,0.054949,0.001158,0.764642,312,4211,6521,3631045
ST12000NM0007,LGBM,43,val,row_opt,0.01,0.075122,0.438352,0.128263,0.009973,0.855178,2926,36024,3749,3576023
ST12000NM0007,LGBM,43,val,disk_opt,0.056,0.164858,0.179775,0.171994,0.001683,0.855178,1200,6079,5475,3605968
ST12000NM0007,LGBM,43,test,row_opt,0.01,0.068769,0.367335,0.11585,0.00935,0.778301,2510,33989,4323,3601267
ST12000NM0007,LGBM,43,test,disk_opt,0.056,0.108307,0.126884,0.116862,0.001964,0.778301,867,7138,5966,3628118
ST12000NM0007,LGBM,44,val,row_opt,0.01,0.076378,0.437603,0.130056,0.009779,0.845057,2921,35323,3754,3576724
ST12000NM0007,LGBM,44,val,disk_opt,0.053,0.130131,0.167191,0.146351,0.002065,0.845057,1116,7460,5559,3604587
ST12000NM0007,LGBM,44,test,row_opt,0.01,0.065325,0.357237,0.110452,0.009608,0.77461,2441,34926,4392,3600330
ST12000NM0007,LGBM,44,test,disk_opt,0.053,0.099686,0.092931,0.09619,0.001578,0.77461,635,5735,6198,3629521
ST12000NM0007,LGBM,45,val,row_opt,0.006,0.074782,0.409738,0.12648,0.009368,0.839395,2735,33838,3940,3578209
ST12000NM0007,LGBM,45,val,disk_opt,0.024,0.13399,0.226367,0.168338,0.002704,0.839395,1511,9766,5164,3602281
ST12000NM0007,LGBM,45,test,row_opt,0.006,0.072959,0.368213,0.121787,0.008794,0.768986,2516,31969,4317,3603287
ST12000NM0007,LGBM,45,test,disk_opt,0.024,0.122842,0.163471,0.140274,0.002194,0.768986,1117,7976,5716,3627280
ST12000NM0007,LGBM,46,val,row_opt,0.01,0.076414,0.437453,0.130102,0.009771,0.853312,2920,35293,3755,3576754
ST12000NM0007,LGBM,46,val,disk_opt,0.046,0.133643,0.181273,0.153856,0.002172,0.853312,1210,7844,5465,3604203
ST12000NM0007,LGBM,46,test,row_opt,0.01,0.06805,0.37714,0.115297,0.009708,0.776038,2577,35292,4256,3599964
ST12000NM0007,LGBM,46,test,disk_opt,0.046,0.110024,0.136543,0.121857,0.002076,0.776038,933,7547,5900,3627709
ST12000NM0007,LGBM,47,val,row_opt,0.008,0.075033,0.431311,0.127828,0.009826,0.835885,2879,35491,3796,3576556
ST12000NM0007,LGBM,47,val,disk_opt,0.037,0.179265,0.176929,0.178089,0.001497,0.835885,1181,5407,5494,3606640
