arm,arm_desc,experiment,drive,model,family,seed,test_month,train_start,train_end,rule,horizon_days,threshold_source,far_target,threshold,n_failed,n_healthy,tp,fn,fp,tn,recall,precision,far,roc_auc,pr_auc
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,44,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.028665478900075,17,9741,10,7,98,9643,0.5882352941176471,0.0925925925925925,0.0100605687301098,0.926810268301962,0.1322453985779583
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,44,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.0032341012265533,17,9741,12,5,488,9253,0.7058823529411765,0.024,0.0500975259213633,0.926810268301962,0.1322453985779583
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,44,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.2525084208399063,14,9724,0,14,10,9714,0.0,0.0,0.0010283833813245,0.9704413233825,0.047591639765149
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,44,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.0747977766022091,14,9724,3,11,49,9675,0.2142857142857142,0.0576923076923076,0.0050390785684903,0.9704413233825,0.047591639765149
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,44,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.0351773220300675,14,9724,6,8,98,9626,0.4285714285714285,0.0576923076923076,0.0100781571369806,0.9704413233825,0.047591639765149
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,44,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.0029842371353879,14,9724,11,3,487,9237,0.7857142857142857,0.0220883534136546,0.0500822706705059,0.9704413233825,0.047591639765149
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,45,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.0617889870405182,16,9782,2,14,10,9772,0.125,0.1666666666666666,0.0010222858311183,0.9702323144551216,0.0916921362110406
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,45,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.0318022656254469,16,9782,6,10,49,9733,0.375,0.109090909090909,0.00500920057248,0.9702323144551216,0.0916921362110406
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,45,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.0183762078545988,16,9782,8,8,98,9684,0.5,0.0754716981132075,0.0100184011449601,0.9702323144551216,0.0916921362110406
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,45,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.0028634527698159,16,9782,13,3,491,9291,0.8125,0.0257936507936507,0.0501942343079124,0.9702323144551216,0.0916921362110406
