ds,model,seed,budget,crit,thr,row_rec,row_far,OT,E,M,CE,CN,recall,precision,far,mlt
HGST,XGB,51,0.01,row,0.032,0.460598398651496,0.008953662322999482,14,103,45,82,895,0.08641975308641975,0.07035175879396985,0.08393039918116683,236.0
HGST,XGB,51,0.01,op,0.426,0.024863042562157607,0.00019494754669050195,9,18,135,11,966,0.05555555555555555,0.23684210526315788,0.011258955987717503,48.0
HGST,XGB,51,0.02,row,0.017,0.5617361989043405,0.018943783224349624,17,118,27,117,860,0.10493827160493827,0.06746031746031746,0.11975435005117707,265.0
HGST,XGB,51,0.02,op,0.264,0.0876527602191319,0.0006612410029637295,16,49,97,21,956,0.09876543209876543,0.18604651162790697,0.021494370522006142,82.0
HGST,XGB,51,0.05,row,0.005,0.815212810788032,0.05330836900785624,14,135,13,187,790,0.08641975308641975,0.041666666666666664,0.19140225179119755,399.0
HGST,XGB,51,0.05,op,0.07100000000000001,0.2859249894648125,0.003605400573928588,19,78,65,51,926,0.11728395061728394,0.12837837837837837,0.052200614124872056,143.0
HGST,XGB,52,0.001,row,0.189,0.13927517909818796,0.0011952768499788305,21,58,83,33,944,0.12962962962962962,0.1875,0.033776867963152504,82.0
HGST,XGB,52,0.001,op,0.77,0.0006321112515802782,0.0,1,0,161,0,977,0.006172839506172839,1.0,0.0,2.0
HGST,XGB,52,0.005,row,0.061,0.32975136957437845,0.004519546502328645,20,88,54,54,923,0.12345679012345678,0.12345679012345678,0.05527123848515865,162.5
HGST,XGB,52,0.005,op,0.458,0.020859671302149177,0.00017650656254410312,9,14,139,11,966,0.05555555555555555,0.2647058823529412,0.011258955987717503,43.0
HGST,XGB,52,0.01,row,0.030000000000000002,0.45996628739991574,0.00917081431998871,18,100,44,79,898,0.1111111111111111,0.09137055837563451,0.08085977482088025,238.0
HGST,XGB,52,0.01,op,0.395,0.03750526759376317,0.0002510231923601637,14,26,122,16,961,0.08641975308641975,0.25,0.016376663254861822,55.0
HGST,XGB,52,0.02,row,0.016,0.5880741677201854,0.019642282542221386,16,119,27,109,868,0.09876543209876543,0.06557377049180328,0.11156601842374617,265.0
HGST,XGB,52,0.02,op,0.256,0.08617783396544458,0.0006115632497530225,18,49,95,22,955,0.1111111111111111,0.20224719101123595,0.022517911975435005,75.0
HGST,XGB,52,0.05,row,0.005,0.8137378845343447,0.05356466105282966,16,135,11,210,767,0.09876543209876543,0.0443213296398892,0.21494370522006143,402.0
HGST,XGB,52,0.05,op,0.074,0.2895069532237674,0.003611798466387543,21,80,61,47,930,0.12962962962962962,0.14189189189189189,0.048106448311156604,162.0
HGST,XGB,53,0.001,row,0.079,0.14917825537294563,0.001374417838829562,18,55,89,34,943,0.1111111111111111,0.16822429906542055,0.03480040941658137,99.0
HGST,XGB,53,0.001,op,0.901,0.004846186262115465,2.6720609681516676e-05,3,5,154,3,974,0.018518518518518517,0.2727272727272727,0.0030706243602865915,89.0
HGST,XGB,53,0.005,row,0.029,0.35714285714285715,0.0051386366843863196,14,81,67,54,923,0.08641975308641975,0.09395973154362416,0.05527123848515865,163.0
HGST,XGB,53,0.005,op,0.726,0.03181626632954067,0.00017274309639177683,8,16,138,8,969,0.04938271604938271,0.25,0.008188331627430911,78.0
HGST,XGB,53,0.01,row,0.017,0.4721871049304678,0.009522698405231218,13,101,48,79,898,0.08024691358024691,0.06735751295336788,0.08085977482088025,222.0
HGST,XGB,53,0.01,op,0.406,0.06616097766540244,0.0004866161734957896,15,28,119,15,962,0.09259259259259259,0.25862068965517243,0.015353121801432957,71.0
HGST,XGB,53,0.02,row,0.009000000000000001,0.5518331226295828,0.01849630709883803,14,115,33,107,870,0.08641975308641975,0.059322033898305086,0.10951893551688843,262.0
HGST,XGB,53,0.02,op,0.169,0.10598398651495997,0.0010135014348214705,13,43,106,26,951,0.08024691358024691,0.15853658536585366,0.02661207778915046,100.5
HGST,XGB,53,0.05,row,0.004,0.7764433206911083,0.04616079409135814,10,133,19,161,816,0.06172839506172839,0.03289473684210526,0.1647901740020471,390.0
HGST,XGB,53,0.05,op,0.038,0.3055204382638011,0.003906854212729924,18,73,71,46,931,0.1111111111111111,0.13138686131386862,0.04708290685772774,146.0
HGST,XGB,54,0.001,row,0.20900000000000002,0.1500210703750527,0.001109469821705791,21,58,83,32,945,0.12962962962962962,0.1891891891891892,0.032753326509723645,75.0
HGST,XGB,54,0.001,op,0.792,0.001685630004214075,4.516159382791551e-06,0,2,160,0,977,0.0,0.0,0.0,228.0
HGST,XGB,54,0.005,row,0.066,0.33839022334597557,0.005031001552429788,22,86,54,58,919,0.13580246913580246,0.13253012048192772,0.0593654042988741,162.0
HGST,XGB,54,0.005,op,0.501,0.028866413822166034,0.00021828103683492497,11,15,136,12,965,0.06790123456790123,0.2894736842105263,0.012282497441146366,36.0
HGST,XGB,54,0.01,row,0.037000000000000005,0.493889591234724,0.009718774991767418,19,102,41,87,890,0.11728395061728394,0.09134615384615384,0.08904810644831115,245.0
HGST,XGB,54,0.01,op,0.41000000000000003,0.05731142014327855,0.00033005598155901587,10,30,122,16,961,0.06172839506172839,0.17857142857142858,0.016376663254861822,79.5
HGST,XGB,54,0.02,row,0.018000000000000002,0.590181205225453,0.02044164275297549,14,119,29,117,860,0.08641975308641975,0.056,0.11975435005117707,265.0
HGST,XGB,54,0.02,op,0.273,0.09987357774968394,0.0007748976807639837,18,51,93,24,953,0.1111111111111111,0.1935483870967742,0.02456499488229273,75.0
HGST,XGB,54,0.05,row,0.004,0.8244837758112095,0.05520176882909159,15,137,10,224,753,0.09259259259259259,0.0398936170212766,0.2292732855680655,400.5
HGST,XGB,54,0.05,op,0.08700000000000001,0.28655710071639273,0.0036302394505339417,22,81,59,51,926,0.13580246913580246,0.14285714285714285,0.052200614124872056,149.0
HGST,XGB,55,0.001,row,0.14,0.1291613990729035,0.0016276991108811216,18,46,98,25,952,0.1111111111111111,0.20224719101123595,0.0255885363357216,97.0
HGST,XGB,55,0.001,op,0.75,0.0,0.0,0,0,162,0,977,0.0,,0.0,
HGST,XGB,55,0.005,row,0.047,0.3645174884112937,0.005674554264477584,19,89,54,62,915,0.11728395061728394,0.11176470588235295,0.06345957011258956,159.5
HGST,XGB,55,0.005,op,0.517,0.008428150021070375,0.00012118361010490661,5,11,146,7,970,0.030864197530864196,0.21739130434782608,0.007164790174002047,63.5
HGST,XGB,55,0.01,row,0.030000000000000002,0.48103666245259163,0.010510984616832102,14,105,43,84,893,0.08641975308641975,0.06896551724137931,0.08597748208802457,223.0
HGST,XGB,55,0.01,op,0.321,0.04677623261694058,0.0005543585642376629,14,19,129,12,965,0.08641975308641975,0.3111111111111111,0.012282497441146366,40.0
HGST,XGB,55,0.02,row,0.012,0.6061946902654868,0.022872465540763044,15,118,29,115,862,0.09259259259259259,0.06048387096774194,0.11770726714431934,265.0
HGST,XGB,55,0.02,op,0.148,0.12831858407079647,0.0015806557839770428,17,46,99,25,952,0.10493827160493827,0.19318181818181818,0.0255885363357216,97.0
HGST,XGB,55,0.05,row,0.005,0.787189211967973,0.05231519029025733,14,136,12,184,793,0.08641975308641975,0.041916167664670656,0.18833162743091095,402.0
HGST,XGB,55,0.05,op,0.061,0.2612726506531816,0.003734863809568613,23,75,64,52,925,0.1419753086419753,0.15333333333333332,0.05322415557830092,129.0
HGST,XGB,56,0.001,row,0.226,0.11125158027812895,0.0009382321117749448,18,57,87,32,945,0.1111111111111111,0.16822429906542055,0.032753326509723645,74.0
HGST,XGB,56,0.001,op,0.902,0.0,0.0,0,0,162,0,977,0.0,,0.0,
HGST,XGB,56,0.005,row,0.068,0.3305941845764855,0.004828903420049866,19,83,60,52,925,0.11728395061728394,0.12337662337662338,0.05322415557830092,164.0
HGST,XGB,56,0.005,op,0.51,0.01938474504846186,0.00014225902055793385,13,13,136,13,964,0.08024691358024691,0.3333333333333333,0.01330603889457523,33.0
HGST,XGB,56,0.01,row,0.038,0.47113358617783396,0.009225384579197441,15,105,42,75,902,0.09259259259259259,0.07692307692307693,0.0767656090071648,231.5
HGST,XGB,56,0.01,op,0.463,0.03729456384323641,0.00024274356682504587,16,18,128,14,963,0.09876543209876543,0.3333333333333333,0.014329580348004094,36.5
HGST,XGB,56,0.02,row,0.018000000000000002,0.5903919089759798,0.0199723385237804,16,116,30,110,867,0.09876543209876543,0.06611570247933884,0.11258955987717502,265.0
HGST,XGB,56,0.02,op,0.34900000000000003,0.0653181626632954,0.0004647880698122971,18,35,109,22,955,0.1111111111111111,0.24,0.022517911975435005,68.0
HGST,XGB,56,0.05,row,0.005,0.8185840707964602,0.052525568048172364,15,135,12,208,769,0.09259259259259259,0.04189944134078212,0.2128966223132037,400.5
HGST,XGB,56,0.05,op,0.084,0.286346396965866,0.0038376064355271204,21,79,62,49,928,0.12962962962962962,0.14093959731543623,0.05015353121801433,158.5
HGST,XGB,57,0.001,row,0.22,0.13126843657817108,0.001196782236439761,18,56,88,29,948,0.1111111111111111,0.17475728155339806,0.02968270214943705,100.5
HGST,XGB,57,0.001,op,0.615,0.018120522545301308,6.021545843722068e-05,9,7,146,1,976,0.05555555555555555,0.5294117647058824,0.0010235414534288639,18.0
HGST,XGB,57,0.005,row,0.060000000000000005,0.37568478718921194,0.0050445500305781625,14,88,60,56,921,0.08641975308641975,0.08860759493670886,0.057318321392016376,164.5
HGST,XGB,57,0.005,op,0.551,0.02064896755162242,7.639836289222374e-05,13,11,138,4,973,0.08024691358024691,0.4642857142857143,0.0040941658137154556,18.0
HGST,XGB,57,0.01,row,0.037000000000000005,0.47640117994100295,0.009638613162722867,12,104,46,77,900,0.07407407407407407,0.06217616580310881,0.07881269191402251,239.0
HGST,XGB,57,0.01,op,0.438,0.03898019384745049,0.0002574210848191184,16,22,124,14,963,0.09876543209876543,0.3076923076923077,0.014329580348004094,38.0
HGST,XGB,57,0.02,row,0.017,0.593763168984408,0.020006962412381802,16,118,28,113,864,0.09876543209876543,0.06477732793522267,0.11566018423746162,265.0
HGST,XGB,57,0.02,op,0.293,0.07964601769911504,0.0006958648915651314,18,44,100,27,950,0.1111111111111111,0.20224719101123595,0.027635619242579325,88.5
HGST,XGB,57,0.05,row,0.005,0.8097345132743363,0.05265653667027332,13,137,12,183,794,0.08024691358024691,0.03903903903903904,0.18730808597748208,402.0
HGST,XGB,57,0.05,op,0.069,0.30699536451748843,0.003837230088911888,23,77,62,52,925,0.1419753086419753,0.1513157894736842,0.05322415557830092,144.5
HGST,XGB,58,0.001,row,0.179,0.12579013906447534,0.001175330479371501,19,55,88,32,945,0.11728395061728394,0.1792452830188679,0.032753326509723645,99.0
HGST,XGB,58,0.001,op,0.593,0.007796038769490097,4.3656207366984996e-05,5,10,147,3,974,0.030864197530864196,0.2777777777777778,0.0030706243602865915,116.0
HGST,XGB,58,0.005,row,0.042,0.2831858407079646,0.004727289833937056,20,79,63,62,915,0.12345679012345678,0.12422360248447205,0.06345957011258956,168.0
HGST,XGB,58,0.005,op,0.541,0.016224188790560472,8.129086889024792e-05,5,20,137,7,970,0.030864197530864196,0.15625,0.007164790174002047,116.0
HGST,XGB,58,0.01,row,0.024,0.46291613990729036,0.010157218798513432,16,100,46,82,895,0.09876543209876543,0.08080808080808081,0.08393039918116683,250.0
HGST,XGB,58,0.01,op,0.40800000000000003,0.05225453013063633,0.00020623794514748083,6,33,123,14,963,0.037037037037037035,0.11320754716981132,0.014329580348004094,99.0
HGST,XGB,58,0.02,row,0.014000000000000002,0.6017699115044248,0.02068814978595286,16,116,30,109,868,0.09876543209876543,0.06639004149377593,0.11156601842374617,263.0
HGST,XGB,58,0.02,op,0.231,0.09966287399915719,0.0007048972103307146,16,53,93,26,951,0.09876543209876543,0.16842105263157894,0.02661207778915046,92.0
HGST,XGB,58,0.05,row,0.004,0.8173198482932996,0.054831820106317916,13,137,12,182,795,0.08024691358024691,0.0391566265060241,0.1862845445240532,402.0
HGST,XGB,58,0.05,op,0.093,0.1862621154656553,0.002203885778802277,19,63,80,49,928,0.11728395061728394,0.1450381679389313,0.05015353121801433,120.0
HGST,XGB,59,0.001,row,0.037000000000000005,0.1415929203539823,0.001293126969939314,15,55,92,28,949,0.09259259259259259,0.15306122448979592,0.028659160696008188,139.5
HGST,XGB,59,0.001,op,0.616,0.0,0.0,0,0,162,0,977,0.0,,0.0,
HGST,XGB,59,0.005,row,0.014000000000000002,0.35145385587863465,0.005056593122265606,16,77,69,47,930,0.09876543209876543,0.11428571428571428,0.048106448311156604,147.0
HGST,XGB,59,0.005,op,0.602,0.021702486304256217,0.0002495178058992332,3,6,153,5,972,0.018518518518518517,0.21428571428571427,0.00511770726714432,53.0
HGST,XGB,59,0.01,row,0.008,0.4641803624104509,0.009157265841840335,16,99,47,73,904,0.09876543209876543,0.0851063829787234,0.07471852610030706,220.0
HGST,XGB,59,0.01,op,0.602,0.021702486304256217,0.0002495178058992332,3,6,153,5,972,0.018518518518518517,0.21428571428571427,0.00511770726714432,53.0
HGST,XGB,59,0.02,row,0.004,0.5790139064475348,0.01977588559062897,13,115,34,103,874,0.08024691358024691,0.05627705627705628,0.10542476970317298,244.0
HGST,XGB,59,0.02,op,0.601,0.043404972608512435,0.0003744648821564661,12,25,125,12,965,0.07407407407407407,0.24489795918367346,0.012282497441146366,75.0
HGST,XGB,59,0.05,row,0.003,0.6489675516224189,0.03042536576186668,12,126,24,121,856,0.07407407407407407,0.04633204633204633,0.12384851586489252,313.0
HGST,XGB,59,0.05,op,0.021,0.25495153813737886,0.0031330855718116387,17,62,83,39,938,0.10493827160493827,0.1440677966101695,0.03991811668372569,141.0
HGST,XGB,60,0.001,row,0.193,0.16308470290771176,0.001333772404384438,19,56,87,33,944,0.11728395061728394,0.17592592592592593,0.033776867963152504,102.0
HGST,XGB,60,0.001,op,0.836,0.012220817530552043,6.247353812861645e-05,4,5,153,2,975,0.024691358024691357,0.36363636363636365,0.0020470829068577278,33.0
HGST,XGB,60,0.005,row,0.068,0.3491361146228403,0.005058098508726537,20,85,57,54,923,0.12345679012345678,0.12578616352201258,0.05527123848515865,169.0
HGST,XGB,60,0.005,op,0.58,0.036451748841129374,0.00021075410453027239,16,18,128,10,967,0.09876543209876543,0.36363636363636365,0.01023541453428864,35.0
HGST,XGB,60,0.01,row,0.04,0.4804045512010114,0.00973194712330056,17,101,44,77,900,0.10493827160493827,0.08717948717948718,0.07881269191402251,235.5
HGST,XGB,60,0.01,op,0.53,0.04382638010956595,0.0002472597262078374,16,21,125,12,965,0.09876543209876543,0.32653061224489793,0.012282497441146366,37.0
HGST,XGB,60,0.02,row,0.019000000000000003,0.5876527602191319,0.020190243214000096,17,117,28,114,863,0.10493827160493827,0.06854838709677419,0.11668372569089049,265.0
HGST,XGB,60,0.02,op,0.28700000000000003,0.10324483775811209,0.0007771557604553794,16,48,98,26,951,0.09876543209876543,0.17777777777777778,0.02661207778915046,96.0
HGST,XGB,60,0.05,row,0.004,0.8322798145806996,0.0547358517194336,13,139,10,227,750,0.08024691358024691,0.03430079155672823,0.2323439099283521,404.5
HGST,XGB,60,0.05,op,0.079,0.29077117572692796,0.0038842734158159664,17,83,62,49,928,0.10493827160493827,0.11409395973154363,0.05015353121801433,161.0
HGST,XGB,61,0.001,row,0.159,0.146228402865571,0.0012573740414922143,15,51,96,28,949,0.09259259259259259,0.1595744680851064,0.028659160696008188,118.0
HGST,XGB,61,0.001,op,0.7030000000000001,0.014538558786346398,4.4032553982217624e-05,5,4,153,0,977,0.030864197530864196,0.5555555555555556,0.0,19.0
HGST,XGB,61,0.005,row,0.034,0.34302570585756426,0.004609493343369243,14,83,65,55,922,0.08641975308641975,0.09210526315789473,0.05629477993858751,162.0
HGST,XGB,61,0.005,op,0.639,0.016645596291613992,7.526932304652585e-05,8,9,145,4,973,0.04938271604938271,0.38095238095238093,0.0040941658137154556,37.0
HGST,XGB,61,0.01,row,0.021,0.47092288242730723,0.009218986686738486,11,103,48,75,902,0.06790123456790123,0.0582010582010582,0.0767656090071648,222.0
HGST,XGB,61,0.01,op,0.495,0.025495153813737886,0.00022242084960248388,12,22,128,8,969,0.07407407407407407,0.2857142857142857,0.008188331627430911,63.5
HGST,XGB,61,0.02,row,0.011,0.5792246101980615,0.019546690501952298,12,117,33,106,871,0.07407407407407407,0.05106382978723404,0.10849539406345957,265.0
HGST,XGB,61,0.02,op,0.23900000000000002,0.1224188790560472,0.0010187702874347273,14,48,100,22,955,0.08641975308641975,0.16666666666666666,0.022517911975435005,108.5
HGST,XGB,61,0.05,row,0.004,0.7926675094816688,0.05272954791362845,12,136,14,180,797,0.07407407407407407,0.036585365853658534,0.1842374616171955,402.0
HGST,XGB,61,0.05,op,0.05,0.26232616940581543,0.0029584607423436987,22,68,72,43,934,0.13580246913580246,0.16541353383458646,0.044012282497441144,137.5
HGST,XGB,62,0.001,row,0.221,0.14327855035819637,0.0011915133838265042,13,52,97,30,947,0.08024691358024691,0.1368421052631579,0.030706243602865915,134.0
HGST,XGB,62,0.001,op,0.723,0.014749262536873156,5.381756597826598e-05,6,4,152,1,976,0.037037037037037035,0.5454545454545454,0.0010235414534288639,16.0
HGST,XGB,62,0.005,row,0.027000000000000003,0.3645174884112937,0.004940678364773957,15,84,63,54,923,0.09259259259259259,0.09803921568627451,0.05527123848515865,146.0
HGST,XGB,62,0.005,op,0.645,0.018120522545301308,0.00015505480547584326,9,13,140,3,974,0.05555555555555555,0.36,0.0030706243602865915,78.5
HGST,XGB,62,0.01,row,0.017,0.46860514117151286,0.009022910100202286,12,103,47,68,909,0.07407407407407407,0.06557377049180328,0.06960081883316274,222.0
HGST,XGB,62,0.01,op,0.612,0.023177412557943533,0.00022656066237004282,8,24,130,8,969,0.04938271604938271,0.2,0.008188331627430911,74.5
HGST,XGB,62,0.02,row,0.009000000000000001,0.5436156763590392,0.018604694924025028,14,115,33,105,872,0.08641975308641975,0.05982905982905983,0.10747185261003071,265.0
HGST,XGB,62,0.02,op,0.245,0.10598398651495997,0.0009077480359411018,11,47,104,25,952,0.06790123456790123,0.13253012048192772,0.0255885363357216,124.5
HGST,XGB,62,0.05,row,0.003,0.8164770332911926,0.05602559156983582,14,136,12,177,800,0.08641975308641975,0.04281345565749235,0.1811668372569089,402.0
HGST,XGB,62,0.05,op,0.034,0.3324905183312263,0.004046855153596462,17,79,66,46,931,0.10493827160493827,0.11971830985915492,0.04708290685772774,144.5
HGST,XGB,63,0.001,row,0.195,0.1586599241466498,0.0014101707672766618,15,60,87,30,947,0.09259259259259259,0.14285714285714285,0.030706243602865915,138.0
HGST,XGB,63,0.001,op,0.924,0.0,0.0,0,0,162,0,977,0.0,,0.0,
HGST,XGB,63,0.005,row,0.059000000000000004,0.33733670459334175,0.004601590064449358,16,84,62,51,926,0.09876543209876543,0.10596026490066225,0.052200614124872056,165.0
HGST,XGB,63,0.005,op,0.526,0.019174041297935103,0.0001467751799407254,13,12,137,6,971,0.08024691358024691,0.41935483870967744,0.006141248720573183,27.0
HGST,XGB,63,0.01,row,0.034,0.4698693636746734,0.009171190666603941,16,100,46,79,898,0.09876543209876543,0.08205128205128205,0.08085977482088025,235.5
HGST,XGB,63,0.01,op,0.449,0.038348082595870206,0.0002830126546549372,16,22,124,11,966,0.09876543209876543,0.32653061224489793,0.011258955987717503,38.5
HGST,XGB,63,0.02,row,0.016,0.6038769490096924,0.021028743472738393,18,116,28,113,864,0.1111111111111111,0.0728744939271255,0.11566018423746162,256.5
HGST,XGB,63,0.02,op,0.233,0.1306363253265908,0.0010409747377334525,14,56,92,26,951,0.08641975308641975,0.14583333333333334,0.02661207778915046,138.0
HGST,XGB,63,0.05,row,0.005,0.8156342182890856,0.0532744978124853,12,138,12,181,796,0.07407407407407407,0.03625377643504532,0.18526100307062435,404.5
HGST,XGB,63,0.05,op,0.07,0.30783817951959547,0.003835724702450957,20,78,64,48,929,0.12345679012345678,0.136986301369863,0.04912998976458546,140.5
HGST,XGB,64,0.001,row,0.12000000000000001,0.14791403286978508,0.0012502234558027943,16,54,92,35,942,0.09876543209876543,0.1523809523809524,0.03582395087001024,122.5
HGST,XGB,64,0.001,op,0.718,0.008217446270543615,6.397892458954698e-05,6,4,152,3,974,0.037037037037037035,0.46153846153846156,0.0030706243602865915,22.5
HGST,XGB,64,0.005,row,0.05,0.3506110408765276,0.00548374653055464,16,82,64,60,917,0.09876543209876543,0.10126582278481013,0.06141248720573183,162.5
HGST,XGB,64,0.005,op,0.622,0.021491782553729456,0.00013811920779037494,10,9,143,7,970,0.06172839506172839,0.38461538461538464,0.007164790174002047,27.0
HGST,XGB,64,0.01,row,0.027000000000000003,0.4694479561736199,0.00961603236580891,15,102,45,84,893,0.09259259259259259,0.07462686567164178,0.08597748208802457,229.0
HGST,XGB,64,0.01,op,0.52,0.025495153813737886,0.00018892600084677988,11,20,131,10,967,0.06790123456790123,0.2682926829268293,0.01023541453428864,75.0
HGST,XGB,64,0.02,row,0.014000000000000002,0.5931310577328276,0.019760831726019664,12,122,28,123,854,0.07407407407407407,0.04669260700389105,0.12589559877175024,282.5
HGST,XGB,64,0.02,op,0.279,0.07901390644753477,0.0004139812767558922,15,41,106,23,954,0.09259259259259259,0.189873417721519,0.02354145342886387,78.5
HGST,XGB,64,0.05,row,0.005,0.8006742520016856,0.05226513619043139,15,136,11,179,798,0.09259259259259259,0.045454545454545456,0.18321392016376664,402.0
HGST,XGB,64,0.05,op,0.064,0.2526337968815845,0.0038244343039939782,13,73,76,51,926,0.08024691358024691,0.0948905109489051,0.052200614124872056,151.0
HGST,XGB,65,0.001,row,0.169,0.14496418036241046,0.0012054382085901114,16,51,95,29,948,0.09876543209876543,0.16666666666666666,0.02968270214943705,134.0
HGST,XGB,65,0.001,op,0.769,0.002107037505267594,1.053770522651362e-05,1,2,159,0,977,0.006172839506172839,0.3333333333333333,0.0,112.0
HGST,XGB,65,0.005,row,0.045,0.3529287821323219,0.00509008797102131,16,83,63,56,921,0.09876543209876543,0.1032258064516129,0.057318321392016376,155.0
HGST,XGB,65,0.005,op,0.593,0.01980615254951538,9.483934703862258e-05,9,9,144,3,974,0.05555555555555555,0.42857142857142855,0.0030706243602865915,29.0
HGST,XGB,65,0.01,row,0.027000000000000003,0.4787189211967973,0.009510655313543774,12,105,45,79,898,0.07407407407407407,0.061224489795918366,0.08085977482088025,234.0
HGST,XGB,65,0.01,op,0.521,0.025495153813737886,0.00022919508867667122,13,20,129,11,966,0.08024691358024691,0.29545454545454547,0.011258955987717503,74.0
HGST,XGB,65,0.02,row,0.013000000000000001,0.5733249051833123,0.019873735710589452,18,116,28,128,849,0.1111111111111111,0.06870229007633588,0.13101330603889458,265.0
HGST,XGB,65,0.02,op,0.25,0.09502739148756847,0.0008655972150350472,16,46,100,24,953,0.09876543209876543,0.18604651162790697,0.02456499488229273,100.5
HGST,XGB,65,0.05,row,0.005,0.7981458069953645,0.051405936867855294,13,137,12,180,797,0.08024691358024691,0.03939393939393939,0.1842374616171955,402.0
HGST,XGB,65,0.05,op,0.060000000000000005,0.29077117572692796,0.0032377099308463094,24,72,66,47,930,0.14814814814814814,0.16783216783216784,0.048106448311156604,135.5
HGST,XGB,66,0.001,row,0.182,0.14643910661609777,0.0011629110410688243,20,58,84,34,943,0.12345679012345678,0.17857142857142858,0.03480040941658137,92.5
HGST,XGB,66,0.001,op,0.712,0.0,0.0,0,0,162,0,977,0.0,,0.0,
HGST,XGB,66,0.005,row,0.055,0.308259587020649,0.004601590064449358,21,84,57,58,919,0.12962962962962962,0.12883435582822086,0.0593654042988741,157.0
HGST,XGB,66,0.005,op,0.47200000000000003,0.014117151285292878,0.00013586112809897916,10,8,144,8,969,0.06172839506172839,0.38461538461538464,0.008188331627430911,12.0
HGST,XGB,66,0.01,row,0.029,0.460598398651496,0.009398127675589217,18,102,42,83,894,0.1111111111111111,0.08866995073891626,0.0849539406345957,228.5
HGST,XGB,66,0.01,op,0.399,0.041508638853771596,0.0002973138260337771,11,33,118,16,961,0.06790123456790123,0.18333333333333332,0.016376663254861822,71.0
HGST,XGB,66,0.02,row,0.016,0.5592077538980194,0.018822223267629487,15,118,29,105,872,0.09259259259259259,0.06302521008403361,0.10747185261003071,257.0
HGST,XGB,66,0.02,op,0.232,0.09565950273914876,0.000838500258738298,19,51,92,22,955,0.11728395061728394,0.20652173913043478,0.022517911975435005,74.0
HGST,XGB,66,0.05,row,0.005,0.8122629582806574,0.0537889636355083,13,136,13,181,796,0.08024691358024691,0.03939393939393939,0.18526100307062435,399.0
HGST,XGB,66,0.05,op,0.084,0.24230931310577328,0.0028365244390083266,20,75,67,46,931,0.12345679012345678,0.14184397163120568,0.04708290685772774,115.0
HGST,XGB,67,0.001,row,0.217,0.1468605141171513,0.0013130733405466435,16,52,94,28,949,0.09876543209876543,0.16666666666666666,0.028659160696008188,118.0
HGST,XGB,67,0.001,op,0.775,0.00021070375052675939,1.2795784917909395e-05,1,0,161,2,975,0.006172839506172839,0.3333333333333333,0.0020470829068577278,19.0
HGST,XGB,67,0.005,row,0.041,0.3506110408765276,0.005303852848473444,17,82,63,49,928,0.10493827160493827,0.11486486486486487,0.05015353121801433,170.0
HGST,XGB,67,0.005,op,0.615,0.02107037505267594,0.00012569976948769817,9,11,142,7,970,0.05555555555555555,0.3333333333333333,0.007164790174002047,43.5
HGST,XGB,67,0.01,row,0.026000000000000002,0.46249473240623684,0.00920242743566825,12,102,48,70,907,0.07407407407407407,0.06521739130434782,0.07164790174002048,245.0
HGST,XGB,67,0.01,op,0.5720000000000001,0.026127265065318164,0.00023070047513760173,10,21,131,9,968,0.06172839506172839,0.25,0.009211873080859774,82.0
HGST,XGB,67,0.02,row,0.013000000000000001,0.5809102402022756,0.019036364491696853,16,116,30,110,867,0.09876543209876543,0.06611570247933884,0.11258955987717502,256.5
HGST,XGB,67,0.02,op,0.263,0.0965023177412558,0.0009126405419391259,16,49,97,25,952,0.09876543209876543,0.17777777777777778,0.0255885363357216,99.0
HGST,XGB,67,0.05,row,0.004,0.8063632532659082,0.05443703250693889,14,137,11,172,805,0.08641975308641975,0.043343653250773995,0.17604912998976457,402.0
HGST,XGB,67,0.05,op,0.056,0.2920353982300885,0.0032380862774615423,23,71,68,46,931,0.1419753086419753,0.16428571428571428,0.04708290685772774,142.0
HGST,XGB,68,0.001,row,0.203,0.14601769911504425,0.0011444700569224256,17,50,95,27,950,0.10493827160493827,0.18085106382978725,0.027635619242579325,102.0
HGST,XGB,68,0.001,op,0.722,0.012220817530552043,4.102178106035659e-05,3,2,157,0,977,0.018518518518518517,0.6,0.0,19.0
HGST,XGB,68,0.005,row,0.035,0.3388116308470291,0.0046505151244295995,17,82,63,54,923,0.10493827160493827,0.1111111111111111,0.05527123848515865,162.0
HGST,XGB,68,0.005,op,0.633,0.016645596291613992,9.069953427106365e-05,8,8,146,2,975,0.04938271604938271,0.4444444444444444,0.0020470829068577278,29.0
HGST,XGB,68,0.01,row,0.02,0.4844079224610198,0.009124900032930329,11,105,46,75,902,0.06790123456790123,0.05759162303664921,0.0767656090071648,220.0
HGST,XGB,68,0.01,op,0.613,0.02064896755162242,0.00019118408053817566,8,19,135,7,970,0.04938271604938271,0.23529411764705882,0.007164790174002047,99.0
HGST,XGB,68,0.02,row,0.010000000000000002,0.5916561314791403,0.020592181399068543,10,120,32,106,871,0.06172839506172839,0.0423728813559322,0.10849539406345957,265.0
HGST,XGB,68,0.02,op,0.233,0.10766961651917405,0.0008949522510231923,13,46,103,24,953,0.08024691358024691,0.1566265060240964,0.02456499488229273,115.0
HGST,XGB,68,0.05,row,0.004,0.8137378845343447,0.05085985792915275,12,136,14,190,787,0.07407407407407407,0.03550295857988166,0.19447287615148415,404.5
HGST,XGB,68,0.05,op,0.05,0.2831858407079646,0.0032557745683774756,21,72,69,44,933,0.12962962962962962,0.15328467153284672,0.04503582395087001,138.0
