ds,crit,metric,seed,by_rec,by_prec,rand,best
HGST,op,precision,64,0.3043478260869565,0.2682926829268293,0.29369679988314235,0.3230769230769231
HGST,op,precision,65,0.2,0.2954545454545454,0.27315920853154896,0.3404255319148936
HGST,op,precision,66,0.2716049382716049,0.1833333333333333,0.20456790123456786,0.2716049382716049
HGST,op,precision,67,0.3076923076923077,0.25,0.26385635111980466,0.3076923076923077
HGST,op,precision,68,0.2352941176470588,0.2352941176470588,0.24389297385620912,0.3
HGST,op,precision,69,0.2558139534883721,0.4166666666666667,0.3052867015420041,0.4166666666666667
HGST,op,precision,70,0.2439024390243902,0.2439024390243902,0.28185328185328185,0.3571428571428571
HGST,op,precision,71,0.2962962962962963,0.1666666666666666,0.22941132189099667,0.2962962962962963
Seagate,row,recall,42,0.3066666666666666,0.2888888888888888,0.28666666666666657,0.3066666666666666
Seagate,row,recall,43,0.32,0.2977777777777777,0.29,0.32
Seagate,row,recall,44,0.2977777777777777,0.2622222222222222,0.28444444444444433,0.2977777777777777
Seagate,row,recall,45,0.28,0.3066666666666666,0.29,0.3111111111111111
Seagate,row,recall,46,0.2888888888888888,0.3111111111111111,0.2899999999999999,0.3111111111111111
Seagate,row,recall,47,0.2977777777777777,0.2977777777777777,0.2844444444444444,0.2977777777777777
Seagate,row,recall,48,0.2888888888888888,0.3066666666666666,0.29222222222222216,0.3066666666666666
Seagate,row,recall,49,0.28,0.28,0.2844444444444444,0.3022222222222222
Seagate,row,recall,50,0.2977777777777777,0.2977777777777777,0.2955555555555555,0.3288888888888889
Seagate,row,recall,51,0.2933333333333333,0.2755555555555555,0.29,0.32
Seagate,row,recall,52,0.3155555555555555,0.2933333333333333,0.2988888888888888,0.3155555555555555
Seagate,row,recall,53,0.28,0.2755555555555555,0.29444444444444445,0.32
Seagate,row,recall,54,0.3111111111111111,0.3111111111111111,0.2944444444444444,0.3111111111111111
Seagate,row,recall,55,0.32,0.2933333333333333,0.29666666666666663,0.32
Seagate,row,recall,56,0.2844444444444444,0.2844444444444444,0.28888888888888886,0.3066666666666666
Seagate,row,recall,57,0.2977777777777777,0.2933333333333333,0.2888888888888888,0.3022222222222222
Seagate,row,recall,58,0.2888888888888888,0.3022222222222222,0.2866666666666666,0.3022222222222222
Seagate,row,recall,59,0.3066666666666666,0.2844444444444444,0.2877777777777777,0.3066666666666666
Seagate,row,recall,60,0.2933333333333333,0.2844444444444444,0.28777777777777774,0.3022222222222222
Seagate,row,recall,61,0.2755555555555555,0.2888888888888888,0.2855555555555555,0.3066666666666666
Seagate,row,recall,62,0.2933333333333333,0.2888888888888888,0.28777777777777774,0.2933333333333333
Seagate,row,recall,63,0.3066666666666666,0.32,0.2988888888888888,0.32
Seagate,row,recall,64,0.2844444444444444,0.28,0.2911111111111111,0.3022222222222222
Seagate,row,recall,65,0.28,0.3022222222222222,0.2911111111111111,0.3022222222222222
Seagate,row,recall,66,0.3022222222222222,0.2888888888888888,0.28888888888888886,0.3022222222222222
Seagate,row,recall,67,0.2933333333333333,0.2933333333333333,0.28777777777777774,0.3022222222222222
Seagate,row,recall,68,0.3022222222222222,0.28,0.28555555555555556,0.3022222222222222
Seagate,row,recall,69,0.2977777777777777,0.2844444444444444,0.29333333333333333,0.3111111111111111
Seagate,row,recall,70,0.3066666666666666,0.2888888888888888,0.2866666666666666,0.3066666666666666
Seagate,row,recall,71,0.3022222222222222,0.2844444444444444,0.28555555555555556,0.3022222222222222
Seagate,row,precision,42,0.2247557003257329,0.1616915422885572,0.19440455797458506,0.2262773722627737
Seagate,row,precision,43,0.2440677966101695,0.2547528517110266,0.20334511077756662,0.2547528517110266
Seagate,row,precision,44,0.203030303030303,0.1676136363636363,0.20059430969357436,0.2579365079365079
Seagate,row,precision,45,0.1582914572864321,0.2664092664092664,0.20212046606813397,0.2664092664092664
Seagate,row,precision,46,0.1911764705882352,0.2641509433962264,0.20028383089724536,0.2641509433962264
Seagate,row,precision,47,0.2005988023952095,0.1845730027548209,0.1955122161797763,0.2395437262357414
Seagate,row,precision,48,0.201863354037267,0.3108108108108108,0.21677861471485108,0.3108108108108108
Seagate,row,precision,49,0.1649214659685864,0.1649214659685864,0.19536399605918767,0.2452830188679245
Seagate,row,precision,50,0.2087227414330218,0.2087227414330218,0.1991659663174537,0.2466666666666666
Seagate,row,precision,51,0.2207357859531772,0.161038961038961,0.19711658922710643,0.2474226804123711
Seagate,row,precision,52,0.2132132132132132,0.1818181818181818,0.2040776519558807,0.2546125461254612
Seagate,row,precision,53,0.173076923076923,0.1648936170212765,0.20282650149624018,0.2454873646209386
Seagate,row,precision,54,0.2258064516129032,0.2258064516129032,0.19877018488555573,0.2258064516129032
Seagate,row,precision,55,0.25,0.175531914893617,0.20250509093462535,0.25
