threshold,precision,recall,f1,far,on_time_share,mean_lead_time,median_lead_time,std_lead_time,hits,N_on_time,N_early,N_missed,N_censored_early,N_censored_no_alarm
0.14,0.2441860465116279,0.12962962962962962,0.1693548387096774,0.021494370522006142,0.3230769230769231,178.7076923076923,95.0,256.8038295351246,65,21,44,97,21,956
0.15,0.2375,0.11728395061728394,0.15702479338842973,0.019447287615148412,0.3114754098360656,184.0,91.0,263.28106280700644,61,19,42,101,19,958
0.16,0.275,0.13580246913580246,0.18181818181818182,0.019447287615148412,0.36065573770491804,176.98360655737704,90.0,265.119984702459,61,22,39,101,19,958
0.17,0.27848101265822783,0.13580246913580246,0.1825726141078838,0.019447287615148412,0.36666666666666664,171.55,73.0,266.1741550814679,60,22,38,102,19,958
0.18,0.28378378378378377,0.12962962962962962,0.17796610169491522,0.015353121801432957,0.3559322033898305,174.20338983050848,75.0,267.6023979308473,59,21,38,103,15,962
0.19,0.3380281690140845,0.14814814814814814,0.2060085836909871,0.012282497441146366,0.4067796610169492,157.0,63.0,262.78701822797973,59,24,35,103,12,965
0.2,0.36363636363636365,0.14814814814814814,0.21052631578947367,0.01023541453428864,0.42857142857142855,155.26785714285714,53.0,265.2671491070995,56,24,32,106,10,967
0.21,0.3770491803278688,0.1419753086419753,0.2062780269058296,0.01023541453428864,0.45098039215686275,137.66666666666666,52.0,221.14201511624427,51,23,28,111,10,967
0.22,0.35714285714285715,0.12345679012345678,0.18348623853211007,0.01023541453428864,0.43478260869565216,127.52173913043478,46.0,197.06230962626083,46,20,26,116,10,967
0.23,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.01023541453428864,0.4090909090909091,132.8409090909091,57.5,199.86642621122306,44,18,26,118,10,967
0.24,0.3269230769230769,0.10493827160493827,0.15887850467289721,0.01023541453428864,0.40476190476190477,132.3095238095238,57.5,202.12660908394332,42,17,25,120,10,967
0.25,0.32,0.09876543209876543,0.1509433962264151,0.01023541453428864,0.4,133.65,57.5,205.68538475059427,40,16,24,122,10,967
0.26,0.3333333333333333,0.09876543209876543,0.15238095238095237,0.009211873080859774,0.41025641025641024,123.33333333333333,52.0,200.04760117292767,39,16,23,123,9,968
0.27,0.32608695652173914,0.09259259259259259,0.14423076923076925,0.009211873080859774,0.40540540540540543,125.89189189189189,52.0,204.49724557502503,37,15,22,125,9,968
0.28,0.3111111111111111,0.08641975308641975,0.13526570048309178,0.009211873080859774,0.3888888888888889,124.05555555555556,57.0,198.790222267434,36,14,22,126,9,968
0.29,0.3488372093023256,0.09259259259259259,0.1463414634146341,0.007164790174002047,0.4166666666666667,116.72222222222223,46.0,197.1875321603934,36,15,21,126,7,970
0.3,0.3333333333333333,0.08641975308641975,0.1372549019607843,0.007164790174002047,0.4,119.25714285714285,52.0,199.4054509725123,35,14,21,127,7,970
0.31,0.375,0.09259259259259259,0.14851485148514854,0.007164790174002047,0.45454545454545453,120.15151515151516,40.0,204.24304019329836,33,15,18,129,7,970
0.32,0.35135135135135137,0.08024691358024691,0.1306532663316583,0.006141248720573183,0.41935483870967744,126.87096774193549,52.0,208.2282776395677,31,13,18,131,6,971
0.33,0.3888888888888889,0.08641975308641975,0.1414141414141414,0.006141248720573183,0.4666666666666667,125.4,38.5,212.29579992705152,30,14,16,132,6,971
0.34,0.4,0.08641975308641975,0.14213197969543145,0.006141248720573183,0.4827586206896552,124.86206896551724,37.0,215.81964439333186,29,14,15,133,6,971
0.35,0.4117647058823529,0.08641975308641975,0.14285714285714285,0.006141248720573183,0.5,125.96428571428571,31.5,219.53513909148663,28,14,14,134,6,971
0.36,0.4117647058823529,0.08641975308641975,0.14285714285714285,0.006141248720573183,0.5,125.96428571428571,31.5,219.53513909148663,28,14,14,134,6,971
0.37,0.42424242424242425,0.08641975308641975,0.14358974358974358,0.006141248720573183,0.5185185185185185,127.03703703703704,26.0,223.49156608189796,27,14,13,135,6,971
0.38,0.42424242424242425,0.08641975308641975,0.14358974358974358,0.006141248720573183,0.5185185185185185,127.03703703703704,26.0,223.49156608189796,27,14,13,135,6,971
