threshold,precision,recall,f1,far,on_time_share,mean_lead_time,median_lead_time,std_lead_time,hits,N_on_time,N_early,N_missed,N_censored_early,N_censored_no_alarm
0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,162,0,977
